Split,Filename_Removed,Reason
val,GCA_022345245.1_ASM2234524v1_genomic.cleaned.fna,Mash_dist=0.0119 (Train vs Val)
val,GCA_022345265.1_ASM2234526v1_genomic.cleaned.fna,Mash_dist=0.0118 (Train vs Val)
val,GCA_022345285.1_ASM2234528v1_genomic.cleaned.fna,Mash_dist=0.0120 (Train vs Val)
val,GCA_022345305.1_ASM2234530v1_genomic.cleaned.fna,Mash_dist=0.0140 (Train vs Val)
val,GCA_022345335.1_ASM2234533v1_genomic.cleaned.fna,Mash_dist=0.0142 (Train vs Val)
val,GCA_022355435.1_ASM2235543v1_genomic.cleaned.fna,Mash_dist=0.0116 (Train vs Val)
val,GCA_905068135.1_AI_assembly_genomic.cleaned.fna,Mash_dist=0.0033 (Train vs Val)
val,GCA_905071735.1_AO_assembly_genomic.cleaned.fna,Mash_dist=0.0028 (Train vs Val)
val,GCA_905071745.1_AZH3_assembly_genomic.cleaned.fna,Mash_dist=0.0031 (Train vs Val)
val,GCA_905072865.1_AA11_assembly_genomic.cleaned.fna,Mash_dist=0.0031 (Train vs Val)
val,GCA_905071705.1_OW_assembly_genomic.cleaned.fna,Mash_dist=0.0055 (Train vs Val)
val,GCA_905071725.1_OA2_assembly_genomic.cleaned.fna,Mash_dist=0.0060 (Train vs Val)
val,GCA_905071775.1_OV.v1_assembly_genomic.cleaned.fna,Mash_dist=0.0061 (Train vs Val)
val,GCA_021513755.1_ASM2151375v1_genomic.cleaned.fna,Mash_dist=0.0372 (Train vs Val)
val,GCA_905071785.1_OL14.v1_assembly_genomic.cleaned.fna,Mash_dist=0.0055 (Train vs Val)
val,GCA_021403165.1_ASM2140316v1_genomic.cleaned.fna,Mash_dist=0.0009 (Train vs Val)
val,GCA_021403275.1_ASM2140327v1_genomic.cleaned.fna,Mash_dist=0.0010 (Train vs Val)
val,GCA_021403295.1_ASM2140329v1_genomic.cleaned.fna,Mash_dist=0.0009 (Train vs Val)
val,GCA_021403305.1_ASM2140330v1_genomic.cleaned.fna,Mash_dist=0.0011 (Train vs Val)
val,GCA_021403315.1_ASM2140331v1_genomic.cleaned.fna,Mash_dist=0.0009 (Train vs Val)
val,GCA_021403465.1_ASM2140346v1_genomic.cleaned.fna,Mash_dist=0.0011 (Train vs Val)
val,GCA_021403505.1_ASM2140350v1_genomic.cleaned.fna,Mash_dist=0.0012 (Train vs Val)
val,GCA_021403545.1_ASM2140354v1_genomic.cleaned.fna,Mash_dist=0.0012 (Train vs Val)
val,GCA_021403565.1_ASM2140356v1_genomic.cleaned.fna,Mash_dist=0.0011 (Train vs Val)
val,GCA_021403605.1_ASM2140360v1_genomic.cleaned.fna,Mash_dist=0.0012 (Train vs Val)
val,GCA_021403645.1_ASM2140364v1_genomic.cleaned.fna,Mash_dist=0.0011 (Train vs Val)
val,GCA_021403665.1_ASM2140366v1_genomic.cleaned.fna,Mash_dist=0.0284 (Train vs Val)
val,GCA_021403695.1_ASM2140369v1_genomic.cleaned.fna,Mash_dist=0.0283 (Train vs Val)
val,GCA_021403755.1_ASM2140375v1_genomic.cleaned.fna,Mash_dist=0.0283 (Train vs Val)
val,GCA_021403765.1_ASM2140376v1_genomic.cleaned.fna,Mash_dist=0.0286 (Train vs Val)
val,GCA_021403785.1_ASM2140378v1_genomic.cleaned.fna,Mash_dist=0.0286 (Train vs Val)
val,GCA_021437045.1_ASM2143704v1_genomic.cleaned.fna,Mash_dist=0.0010 (Train vs Val)
val,GCA_021513805.1_ASM2151380v1_genomic.cleaned.fna,Mash_dist=0.0015 (Train vs Val)
val,GCA_022641835.1_ASM2264183v1_genomic.cleaned.fna,Mash_dist=0.0094 (Train vs Val)
val,GCA_022560135.1_ASM2256013v1_genomic.cleaned.fna,Mash_dist=0.0045 (Train vs Val)
val,GCA_039644125.1_Botrytis_cinerea_Vv3_genomic.cleaned.fna,Mash_dist=0.0056 (Train vs Val)
val,GCA_003231425.2_Ptr86-124.v2_genomic.cleaned.fna,Mash_dist=0.0021 (Train vs Val)
val,GCA_022544795.1_ASM2254479v1_genomic.cleaned.fna,Mash_dist=0.0040 (Train vs Val)
val,GCA_022544805.1_ASM2254480v1_genomic.cleaned.fna,Mash_dist=0.0025 (Train vs Val)
val,GCA_022578365.1_ASM2257836v1_genomic.cleaned.fna,Mash_dist=0.0039 (Train vs Val)
val,GCA_022578395.1_ASM2257839v1_genomic.cleaned.fna,Mash_dist=0.0038 (Train vs Val)
val,GCA_022701375.1_ASM2270137v1_genomic.cleaned.fna,Mash_dist=0.0134 (Train vs Val)
val,GCA_022627115.1_ASM2262711v1_genomic.cleaned.fna,Mash_dist=0.0255 (Train vs Val)
val,GCA_021436885.1_ASM2143688v1_genomic.cleaned.fna,Mash_dist=0.0373 (Train vs Val)
val,GCA_021436905.1_ASM2143690v1_genomic.cleaned.fna,Mash_dist=0.0378 (Train vs Val)
val,GCA_021513745.1_ASM2151374v1_genomic.cleaned.fna,Mash_dist=0.0374 (Train vs Val)
val,GCA_022758125.1_B1_genomic.cleaned.fna,Mash_dist=0.0316 (Train vs Val)
val,GCA_002762355.2_KSU_Pgt_99KS76A_2.0_genomic.cleaned.fna,Mash_dist=0.0161 (Train vs Val)
val,GCA_022059125.1_ASM2205912v1_genomic.cleaned.fna,Mash_dist=0.0349 (Train vs Val)
val,GCA_022496115.1_ASM2249611v1_genomic.cleaned.fna,Mash_dist=0.0076 (Train vs Val)
val,GCA_022570495.1_ASM2257049v1_genomic.cleaned.fna,Mash_dist=0.0066 (Train vs Val)
val,GCA_016164145.2_USDA_MAFF727510_v2_genomic.cleaned.fna,Mash_dist=0.0219 (Train vs Val)
val,GCA_016166095.2_USDA_GL1315_v2_genomic.cleaned.fna,Mash_dist=0.0223 (Train vs Val)
val,GCA_016166325.2_USDA_BRIP62122a_v2_genomic.cleaned.fna,Mash_dist=0.0216 (Train vs Val)
val,GCA_022749175.1_ASM2274917v1_genomic.cleaned.fna,Mash_dist=0.0165 (Train vs Val)
val,GCA_905071715.1_L-19_assembly_genomic.cleaned.fna,Mash_dist=0.0029 (Train vs Val)
val,GCA_905071755.1_LLFL_assembly_genomic.cleaned.fna,Mash_dist=0.0029 (Train vs Val)
val,GCA_022345345.1_ASM2234534v1_genomic.cleaned.fna,Mash_dist=0.0321 (Train vs Val)
val,GCA_022345375.1_ASM2234537v1_genomic.cleaned.fna,Mash_dist=0.0303 (Train vs Val)
val,GCA_022345385.1_ASM2234538v1_genomic.cleaned.fna,Mash_dist=0.0305 (Train vs Val)
val,GCA_022345405.1_ASM2234540v1_genomic.cleaned.fna,Mash_dist=0.0319 (Train vs Val)
val,GCA_022345445.1_ASM2234544v1_genomic.cleaned.fna,Mash_dist=0.0313 (Train vs Val)
val,GCA_021901655.1_Pst134E16_v1_alt_genomic.cleaned.fna,Mash_dist=0.0113 (Train vs Val)
val,GCA_021901695.1_Pst134E36_v1_pri_genomic.cleaned.fna,Mash_dist=0.0079 (Train vs Val)
val,GCA_022684685.1_ASM2268468v1_genomic.cleaned.fna,Mash_dist=0.0307 (Train vs Val)
val,GCA_022684695.1_ASM2268469v1_genomic.cleaned.fna,Mash_dist=0.0210 (Train vs Val)
val,GCA_022684705.1_ASM2268470v1_genomic.cleaned.fna,Mash_dist=0.0315 (Train vs Val)
val,GCA_022684715.1_ASM2268471v1_genomic.cleaned.fna,Mash_dist=0.0307 (Train vs Val)
val,GCA_022684725.1_ASM2268472v1_genomic.cleaned.fna,Mash_dist=0.0300 (Train vs Val)
val,GCA_022684745.1_ASM2268474v1_genomic.cleaned.fna,Mash_dist=0.0309 (Train vs Val)
val,GCA_022180325.1_Fl_assembly_01_genomic.cleaned.fna,Mash_dist=0.0462 (Train vs Val)
val,GCA_022180345.1_Fl_assembly_01_genomic.cleaned.fna,Mash_dist=0.0454 (Train vs Val)
val,GCA_022059005.1_ASM2205900v1_genomic.cleaned.fna,Mash_dist=0.0245 (Train vs Val)
val,GCA_022478725.1_Dales1_genomic.cleaned.fna,Mash_dist=0.0114 (Train vs Val)
val,GCA_021764705.1_ASM2176470v1_genomic.cleaned.fna,Mash_dist=0.0025 (Train vs Val)
val,GCA_022495055.1_Xylgra1_genomic.cleaned.fna,Mash_dist=0.0159 (Train vs Val)
val,GCA_021396355.1_ASM2139635v1_genomic.cleaned.fna,Mash_dist=0.0004 (Train vs Val)
val,GCA_018416015.2_ASM1841601v2_genomic.cleaned.fna,Mash_dist=0.0377 (Train vs Val)
val,GCA_021436995.1_ASM2143699v1_genomic.cleaned.fna,Mash_dist=0.0417 (Train vs Val)
val,GCA_021396195.1_ASM2139619v1_genomic.cleaned.fna,Mash_dist=0.0042 (Train vs Val)
val,GCA_021396275.1_ASM2139627v1_genomic.cleaned.fna,Mash_dist=0.0041 (Train vs Val)
val,GCA_021396295.1_ASM2139629v1_genomic.cleaned.fna,Mash_dist=0.0039 (Train vs Val)
val,GCA_021396335.1_ASM2139633v1_genomic.cleaned.fna,Mash_dist=0.0043 (Train vs Val)
val,GCA_021396345.1_ASM2139634v1_genomic.cleaned.fna,Mash_dist=0.0043 (Train vs Val)
val,GCA_021397555.1_ASM2139755v1_genomic.cleaned.fna,Mash_dist=0.0041 (Train vs Val)
val,GCA_021398025.1_ASM2139802v1_genomic.cleaned.fna,Mash_dist=0.0041 (Train vs Val)
val,GCA_022627135.1_ASM2262713v1_genomic.cleaned.fna,Mash_dist=0.0433 (Train vs Val)
val,GCA_022702735.1_ASM2270273v1_genomic.cleaned.fna,Mash_dist=0.0155 (Train vs Val)
val,GCA_022702755.1_ASM2270275v1_genomic.cleaned.fna,Mash_dist=0.0140 (Train vs Val)
val,GCA_022702775.1_ASM2270277v1_genomic.cleaned.fna,Mash_dist=0.0152 (Train vs Val)
val,GCA_022702795.1_ASM2270279v1_genomic.cleaned.fna,Mash_dist=0.0152 (Train vs Val)
val,GCA_022709285.1_ASM2270928v1_genomic.cleaned.fna,Mash_dist=0.0145 (Train vs Val)
val,GCA_021613345.1_ASM2161334v1_genomic.cleaned.fna,Mash_dist=0.0417 (Train vs Val)
val,GCA_022086465.1_ASM2208646v1_genomic.cleaned.fna,Mash_dist=0.0018 (Train vs Val)
val,GCA_021655985.1_ASM2165598v1_genomic.cleaned.fna,Mash_dist=0.0192 (Train vs Val)
val,GCA_021378265.1_ASM2137826v1_genomic.cleaned.fna,Mash_dist=0.0333 (Train vs Val)
val,GCA_021378235.1_ASM2137823v1_genomic.cleaned.fna,Mash_dist=0.0315 (Train vs Val)
val,GCA_022559985.1_ASM2255998v1_genomic.cleaned.fna,Mash_dist=0.0045 (Train vs Val)
val,GCA_022627095.1_ASM2262709v1_genomic.cleaned.fna,Mash_dist=0.0190 (Train vs Val)
val,GCA_022627105.1_ASM2262710v1_genomic.cleaned.fna,Mash_dist=0.0472 (Train vs Val)
val,GCA_022627125.1_ASM2262712v1_genomic.cleaned.fna,Mash_dist=0.0482 (Train vs Val)
val,GCA_022701445.1_ASM2270144v1_genomic.cleaned.fna,Mash_dist=0.0495 (Train vs Val)
val,GCA_021654155.1_ASM2165415v1_genomic.cleaned.fna,Mash_dist=0.0027 (Train vs Val)
test,GCA_024346625.1_Cjadinii_01_genomic.cleaned.fna,Mash_dist=0.0143 (Train vs Test)
test,GCA_025531735.1_ASM2553173v1_genomic.cleaned.fna,Mash_dist=0.0153 (Train vs Test)
test,GCA_023629315.1_ASM2362931v1_genomic.cleaned.fna,Mash_dist=0.0382 (Train vs Test)
test,GCA_023629355.1_ASM2362935v1_genomic.cleaned.fna,Mash_dist=0.0136 (Train vs Test)
test,GCA_023629375.1_ASM2362937v1_genomic.cleaned.fna,Mash_dist=0.0076 (Train vs Test)
test,GCA_023629415.1_ASM2362941v1_genomic.cleaned.fna,Mash_dist=0.0203 (Train vs Test)
test,GCA_023629435.1_ASM2362943v1_genomic.cleaned.fna,Mash_dist=0.0077 (Train vs Test)
test,GCA_023629455.1_ASM2362945v1_genomic.cleaned.fna,Mash_dist=0.0280 (Train vs Test)
test,GCA_023629475.1_ASM2362947v1_genomic.cleaned.fna,Mash_dist=0.0068 (Train vs Test)
test,GCA_023629495.1_ASM2362949v1_genomic.cleaned.fna,Mash_dist=0.0162 (Train vs Test)
test,GCA_023629515.1_ASM2362951v1_genomic.cleaned.fna,Mash_dist=0.0075 (Train vs Test)
test,GCA_023629535.1_ASM2362953v1_genomic.cleaned.fna,Mash_dist=0.0069 (Train vs Test)
test,GCA_023629555.1_ASM2362955v1_genomic.cleaned.fna,Mash_dist=0.0253 (Train vs Test)
test,GCA_023629575.1_ASM2362957v1_genomic.cleaned.fna,Mash_dist=0.0282 (Train vs Test)
test,GCA_023629595.1_ASM2362959v1_genomic.cleaned.fna,Mash_dist=0.0276 (Train vs Test)
test,GCA_023629615.1_ASM2362961v1_genomic.cleaned.fna,Mash_dist=0.0266 (Train vs Test)
test,GCA_023629635.1_ASM2362963v1_genomic.cleaned.fna,Mash_dist=0.0322 (Train vs Test)
test,GCA_025503585.1_ASM2550358v1_genomic.cleaned.fna,Mash_dist=0.0068 (Train vs Test)
test,GCA_025503635.1_ASM2550363v1_genomic.cleaned.fna,Mash_dist=0.0068 (Train vs Test)
test,GCA_029290715.1_ASM2929071v1_genomic.cleaned.fna,Mash_dist=0.0087 (Train vs Test)
test,GCA_028768585.1_ASM2876858v1_genomic.cleaned.fna,Mash_dist=0.0157 (Train vs Test)
test,GCA_025531715.1_ASM2553171v1_genomic.cleaned.fna,Mash_dist=0.0179 (Train vs Test)
test,GCA_026544955.1_WickAnom_M2_INAB_v1_genomic.cleaned.fna,Mash_dist=0.0131 (Train vs Test)
test,GCA_026545255.1_WickAnom_M2_INAB_v1_genomic.cleaned.fna,Mash_dist=0.0218 (Train vs Test)
test,GCA_026545305.1_WickAnom_M1_INAB_v1_genomic.cleaned.fna,Mash_dist=0.0224 (Train vs Test)
test,GCA_025766395.1_ASM2576639v1_genomic.cleaned.fna,Mash_dist=0.0023 (Train vs Test)
test,GCA_022837015.1_ASM2283701v1_genomic.cleaned.fna,Mash_dist=0.0077 (Train vs Test)
test,GCA_023065715.1_ASM2306571v1_genomic.cleaned.fna,Mash_dist=0.0090 (Train vs Test)
test,GCA_023508825.1_ASM2350882v1_genomic.cleaned.fna,Mash_dist=0.0064 (Train vs Test)
test,GCA_023629095.1_ASM2362909v1_genomic.cleaned.fna,Mash_dist=0.0043 (Train vs Test)
test,GCA_024267745.1_ASM2426774v1_genomic.cleaned.fna,Mash_dist=0.0057 (Train vs Test)
test,GCA_024267755.1_ASM2426775v1_genomic.cleaned.fna,Mash_dist=0.0056 (Train vs Test)
test,GCA_024267845.1_ASM2426784v1_genomic.cleaned.fna,Mash_dist=0.0055 (Train vs Test)
test,GCA_947343235.1_NCYC3127_genomic.cleaned.fna,Mash_dist=0.0027 (Train vs Test)
test,GCA_024267865.1_ASM2426786v1_genomic.cleaned.fna,Mash_dist=0.0070 (Train vs Test)
test,GCA_024732265.1_ASM2473226v1_genomic.cleaned.fna,Mash_dist=0.0033 (Train vs Test)
test,GCA_024972935.1_ASM2497293v1_genomic.cleaned.fna,Mash_dist=0.0044 (Train vs Test)
test,GCA_024972955.1_ASM2497295v1_genomic.cleaned.fna,Mash_dist=0.0040 (Train vs Test)
test,GCA_025503195.1_ASM2550319v1_genomic.cleaned.fna,Mash_dist=0.0148 (Train vs Test)
test,GCA_025503375.1_ASM2550337v1_genomic.cleaned.fna,Mash_dist=0.0134 (Train vs Test)
test,GCA_025503465.1_ASM2550346v1_genomic.cleaned.fna,Mash_dist=0.0424 (Train vs Test)
test,GCA_025561685.1_ASM2556168v1_genomic.cleaned.fna,Mash_dist=0.0426 (Train vs Test)
test,GCA_025727265.1_ASM2572726v1_genomic.cleaned.fna,Mash_dist=0.0073 (Train vs Test)
test,GCA_026000965.1_ScYPH499_1.0_genomic.cleaned.fna,Mash_dist=0.0057 (Train vs Test)
test,GCA_026001015.1_ScS799_1.0_genomic.cleaned.fna,Mash_dist=0.0074 (Train vs Test)
test,GCA_026122535.1_22d10alpha_genomic.cleaned.fna,Mash_dist=0.0052 (Train vs Test)
test,GCA_029255875.1_ASM2925587v1_genomic.cleaned.fna,Mash_dist=0.0055 (Train vs Test)
test,GCA_029255905.1_ASM2925590v1_genomic.cleaned.fna,Mash_dist=0.0073 (Train vs Test)
test,GCA_029290615.1_ASM2929061v1_genomic.cleaned.fna,Mash_dist=0.0176 (Train vs Test)
test,GCA_029300775.1_ASM2930077v1_genomic.cleaned.fna,Mash_dist=0.0164 (Train vs Test)
test,GCA_029301735.1_ASM2930173v1_genomic.cleaned.fna,Mash_dist=0.0047 (Train vs Test)
test,GCA_029403705.1_ASM2940370v1_genomic.cleaned.fna,Mash_dist=0.0072 (Train vs Test)
test,GCA_029989385.1_CEL_1a.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0072 (Train vs Test)
test,GCA_029990645.1_ADS.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0035 (Train vs Test)
test,GCA_029990705.1_BAP_1a.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0086 (Train vs Test)
test,GCA_029990725.1_CNB_1a.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0047 (Train vs Test)
test,GCA_029990785.1_CQI_4a.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0062 (Train vs Test)
test,GCA_029990925.1_BDM_1a.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0074 (Train vs Test)
test,GCA_029991315.1_BDC_1c.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0058 (Train vs Test)
test,GCA_029991395.1_CAS_1a.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0041 (Train vs Test)
test,GCA_029991455.1_BAM.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0093 (Train vs Test)
test,GCA_030035835.1_ADM_collapsed.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0058 (Train vs Test)
test,GCA_030035855.1_AKR_collapsed.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0075 (Train vs Test)
test,GCA_030035875.1_ASN_collapsed.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0062 (Train vs Test)
test,GCA_030035895.1_CBM_collapsed.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0067 (Train vs Test)
test,GCA_030035915.1_CFF_collapsed.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0039 (Train vs Test)
test,GCA_030035935.1_CIC_collapsed.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0065 (Train vs Test)
test,GCA_030035955.1_CNT_collapsed.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0054 (Train vs Test)
test,GCA_030295885.1_ScYKN1419_v7_genomic.cleaned.fna,Mash_dist=0.0057 (Train vs Test)
test,GCA_030035975.1_AAC_collapsed.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0056 (Train vs Test)
test,GCA_030036035.1_AIF_collapsed.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0035 (Train vs Test)
test,GCA_030036075.1_ALI_collapsed.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0080 (Train vs Test)
test,GCA_030036375.1_CIH_collapsed.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0063 (Train vs Test)
test,GCA_030036415.1_CLL_collapsed.nuclear_genome_genomic.cleaned.fna,Mash_dist=0.0080 (Train vs Test)
test,GCA_918239655.1_yHAB335_genomic.cleaned.fna,Mash_dist=0.0076 (Train vs Test)
test,GCA_947343045.1_NCYC3339_genomic.cleaned.fna,Mash_dist=0.0063 (Train vs Test)
test,GCA_947343055.1_NCYC695_genomic.cleaned.fna,Mash_dist=0.0102 (Train vs Test)
test,GCA_947343065.1_NCYC3497_genomic.cleaned.fna,Mash_dist=0.0156 (Train vs Test)
test,GCA_947343075.1_NCYC3612_genomic.cleaned.fna,Mash_dist=0.0120 (Train vs Test)
test,GCA_947343085.1_NCYC97_genomic.cleaned.fna,Mash_dist=0.0095 (Train vs Test)
test,GCA_947343095.1_NCYC3121_genomic.cleaned.fna,Mash_dist=0.0110 (Train vs Test)
test,GCA_947343105.1_NCYC3025_genomic.cleaned.fna,Mash_dist=0.0106 (Train vs Test)
test,GCA_947343115.1_NCYC3457_genomic.cleaned.fna,Mash_dist=0.0094 (Train vs Test)
test,GCA_947343125.1_NCYC3462_genomic.cleaned.fna,Mash_dist=0.0142 (Train vs Test)
test,GCA_947343135.1_NCYC2967_genomic.cleaned.fna,Mash_dist=0.0079 (Train vs Test)
test,GCA_947343145.1_NCYC3333_genomic.cleaned.fna,Mash_dist=0.0087 (Train vs Test)
test,GCA_947343155.1_NCYC79_genomic.cleaned.fna,Mash_dist=0.0129 (Train vs Test)
test,GCA_947343165.1_NCYC96_genomic.cleaned.fna,Mash_dist=0.0045 (Train vs Test)
test,GCA_947343175.1_NCYC363_genomic.cleaned.fna,Mash_dist=0.0080 (Train vs Test)
test,GCA_947343185.1_NCYC1410_genomic.cleaned.fna,Mash_dist=0.0054 (Train vs Test)
test,GCA_947343195.1_NCYC667_genomic.cleaned.fna,Mash_dist=0.0081 (Train vs Test)
test,GCA_947343205.1_NCYC3331_genomic.cleaned.fna,Mash_dist=0.0129 (Train vs Test)
test,GCA_947343215.1_NCYC3487_genomic.cleaned.fna,Mash_dist=0.0170 (Train vs Test)
test,GCA_947343225.1_NCYC3039_genomic.cleaned.fna,Mash_dist=0.0092 (Train vs Test)
test,GCA_947343245.1_NCYC3465_genomic.cleaned.fna,Mash_dist=0.0034 (Train vs Test)
