Filename,Original Contigs,After Filtering,GC Content (%),Avg Length,Status
GCA_000417025.1_ASM41702v1_genomic.fna,84806,8303,42.70,3907.1,KEPT
GCA_003277715.1_ASM327771v1_genomic.fna,33,16,37.91,730265.2,KEPT
GCA_003271925.1_ASM327192v1_genomic.fna,57,37,37.89,311593.1,KEPT
GCA_000256985.1_Saccharomyces_kudriavzevii_strain_FM1077_v1.0_genomic.fna,1803,123,40.82,3132.3,KEPT
GCA_018346245.1_ASM1834624v1_genomic.fna,22,22,48.26,1634197.4,KEPT
GCA_902501395.1_P5-5_genomic.fna,292,273,60.42,122141.8,KEPT
GCA_902703505.1_CA17_genomic.fna,372,258,45.19,47425.6,KEPT
GCA_018408255.1_ASM1840825v1_genomic.fna,234,165,52.69,204903.2,KEPT
GCA_017866075.1_ASM1786607v1_genomic.fna,1066,267,37.97,42892.9,KEPT
GCA_015501985.1_ASM1550198v1_genomic.fna,30,30,67.80,744184.0,KEPT
GCA_900178405.1_FH_SoucheMTF2453_V1_genomic.fna,759,162,37.97,71230.8,KEPT
GCA_001264805.1_ASM126480v1_genomic.fna,113,42,52.09,211780.4,KEPT
GCA_019022555.1_ASM1902255v1_genomic.fna,1063,813,52.04,63069.3,KEPT
GCA_003268315.1_ASM326831v1_genomic.fna,599,546,51.44,62448.6,KEPT
GCA_000827425.1_Scleroderma_citrinum_Foug_A_v1.0_genomic.fna,938,550,47.92,48812.0,KEPT
GCA_011764055.1_ASM1176405v1_genomic.fna,33662,5786,37.57,6939.6,KEPT
GCA_012652265.1_ASM1265226v1_genomic.fna,3772,1941,48.45,13974.5,KEPT
GCA_015502505.1_UCR_MschNRRL6426_1.0_genomic.fna,3514,2855,47.39,15923.9,KEPT
GCA_001703295.1_Fom011_genomic.fna,2590,2081,47.87,25015.8,KEPT
GCA_011426355.1_ASM1142635v1_genomic.fna,24937,12018,49.11,3701.2,KEPT
GCA_000400815.2_VDAG_JR2v.4.0_genomic.fna,8,8,53.89,4518785.9,KEPT
GCA_020580075.1_ASM2058007v1_genomic.fna,808,277,50.57,131603.2,KEPT
GCA_000836355.1_Cryp_gatt_Ru294_V1_genomic.fna,53,46,47.65,386322.2,KEPT
GCA_021117315.1_ASM2111731v1_genomic.fna,12,12,53.92,3248807.3,KEPT
GCA_013181345.1_ASM1318134v1_genomic.fna,964,194,39.18,90368.2,KEPT
GCA_004014915.1_ASM401491v1_genomic.fna,16,16,38.70,800127.6,KEPT
GCA_003019875.1_Amore1_genomic.fna,32,29,47.36,985951.3,KEPT
GCA_009193505.1_Asptra1_genomic.fna,293,264,47.99,148880.9,KEPT
GCA_018154595.1_ASM1815459v1_genomic.fna,343,105,54.02,184827.1,KEPT
GCA_001652425.1_ASM165242v1_genomic.fna,4034,115,48.01,376624.4,KEPT
GCA_003184845.1_Aspibe1_genomic.fna,116,114,50.54,293029.1,KEPT
GCA_020736755.1_ASM2073675v1_genomic.fna,449,227,51.01,154144.6,KEPT
GCA_002215755.1_Cneo_seroA_V2_genomic.fna,669,384,48.16,47356.4,KEPT
GCA_014843555.1_UCD_FoaR4-274AC_v1_genomic.fna,74,70,47.46,910242.9,KEPT
GCA_017140655.1_ASM1714065v1_genomic.fna,104,102,49.36,610924.9,KEPT
GCA_012850935.1_ASM1285093v1_genomic.fna,218,185,36.70,60133.8,KEPT
GCA_019443865.1_ASM1944386v1_genomic.fna,20,20,52.11,2000506.6,KEPT
GCA_000347475.1_Ppaxilli_v.1.0_genomic.fna,420,400,47.84,86966.6,KEPT
GCA_019039235.1_ASM1903923v1_genomic.fna,7,7,45.20,1766479.1,KEPT
GCA_001717915.1_ASM171791v1_genomic.fna,520,444,48.36,81740.2,KEPT
GCA_000697605.1_RhiOryHUMC02-1.0_genomic.fna,2313,1631,33.55,23500.2,KEPT
GCA_019332025.1_ASM1933202v1_genomic.fna,7,7,46.89,1798441.6,KEPT
GCA_902500985.1_C3-23_genomic.fna,494,455,59.78,133526.5,KEPT
GCA_015529505.1_UCR_HspNRRLA10739_1.0_genomic.fna,1697,1171,46.96,28240.4,KEPT
GCA_003274365.1_ASM327436v1_genomic.fna,52,26,37.48,449030.3,KEPT
GCA_018346455.1_ASM1834645v1_genomic.fna,26,26,48.33,1396178.2,KEPT
GCA_014905255.1_Rac_1.0_genomic.fna,3740,175,45.97,295523.3,KEPT
GCA_001740795.1_ASM174079v1_genomic.fna,113,28,37.49,388302.5,KEPT
GCA_009802055.1_ASM980205v1_genomic.fna,5276,4390,44.61,12876.1,KEPT
GCA_003049395.1_ASM304939v1_genomic.fna,860,754,55.79,55111.0,KEPT
GCA_009801855.1_ASM980185v1_genomic.fna,476,355,48.70,122391.6,KEPT
GCA_020580415.1_ASM2058041v1_genomic.fna,672,193,50.51,189635.5,KEPT
GCA_003276865.1_ASM327686v1_genomic.fna,71,41,37.96,286000.8,KEPT
GCA_014324505.1_ASM1432450v1_genomic.fna,779,526,47.63,94208.4,KEPT
GCA_000965245.1_ASM96524v1_genomic.fna,120,88,48.31,420282.8,KEPT
GCA_002116345.1_ASM211634v1_genomic.fna,1525,1000,51.55,26728.0,KEPT
GCA_013306895.1_ASM1330689v1_genomic.fna,34563,1287,50.01,49011.6,KEPT
GCA_014324775.1_ASM1432477v1_genomic.fna,1576,936,47.52,53973.9,KEPT
GCA_000409485.1_GLAREA_genomic.fna,22,22,45.43,1795897.0,KEPT
GCA_002925325.1_ASM292532v1_genomic.fna,3120,879,50.38,32921.5,KEPT
GCA_014825675.1_ASM1482567v1_genomic.fna,1592,569,64.25,32742.3,KEPT
GCA_003693545.1_ASM369354v1_genomic.fna,342,257,54.46,108172.9,KEPT
GCA_019904355.1_ASM1990435v1_genomic.fna,12408,4063,47.45,10259.7,KEPT
GCA_013145875.1_ASM1314587v1_genomic.fna,232,152,47.54,257106.2,KEPT
GCA_020578085.1_ASM2057808v1_genomic.fna,328,147,50.21,255628.9,KEPT
GCA_019828795.1_ASM1982879v1_genomic.fna,637,518,49.01,60272.8,KEPT
GCA_000765035.1_BN946_genomic.fna,776,484,55.00,66866.0,KEPT
GCA_002911195.1_ASM291119v1_genomic.fna,420,316,54.30,90392.3,KEPT
GCA_000003125.1_JCVI-TSTA1-3.0_genomic.fna,820,94,45.90,373259.9,KEPT
GCA_020575445.1_ASM2057544v1_genomic.fna,1677,307,50.59,123942.9,KEPT
GCA_001883805.1_Blas_perc_EI222_V1_genomic.fna,3868,3646,47.34,8785.6,KEPT
GCA_000151485.1_ASM15148v1_genomic.fna,16,16,38.16,746620.7,KEPT
GCA_013423245.1_ASM1342324v1_genomic.fna,26,26,48.07,2671512.3,KEPT
GCA_000143125.1_Sanger-454-IlluminaDA_genomic.fna,1443,732,53.56,39507.7,KEPT
GCA_014843535.1_UME_Hwern_1.0_genomic.fna,1218,587,53.40,86542.9,KEPT
GCA_002236515.2_SAF4.long_genomic.fna,69,35,52.82,828927.4,KEPT
GCA_000599445.1_CS3005v1_genomic.fna,199,69,48.01,530158.1,KEPT
GCA_009687105.1_AoryTK50_1.0_genomic.fna,95,87,47.19,438247.3,KEPT
GCA_003017035.1_ASM301703v1_genomic.fna,1877,1197,51.41,31540.2,KEPT
GCA_001548775.1_EI9411_genomic.fna,1661,1109,50.91,35589.4,KEPT
GCA_017870815.1_ASM1787081v1_genomic.fna,1455,345,37.92,32633.9,KEPT
GCA_902500905.1_C3-2_genomic.fna,907,847,59.90,69074.6,KEPT
GCA_003272185.1_ASM327218v1_genomic.fna,58,37,37.77,314041.5,KEPT
GCA_011074885.2_ASM1107488v2_genomic.fna,9,9,39.86,1461183.1,KEPT
GCA_014850175.1_ASM1485017v1_genomic.fna,1129,691,50.88,62790.4,KEPT
GCA_000334115.1_Rhisol_AG1IA_1.0_genomic.fna,2648,218,46.37,68325.3,KEPT
GCA_002196585.2_FUS01-V2_genomic.fna,881,557,47.42,87548.8,KEPT
GCA_013623745.1_ASM1362374v1_genomic.fna,2368,1687,49.38,23863.8,KEPT
GCA_002270425.1_ASM227042v1_genomic.fna,117,55,39.45,168776.2,KEPT
GCA_001510955.1_DK05_1.1_genomic.fna,576,316,51.46,95414.2,KEPT
GCA_014705265.1_ASM1470526v1_genomic.fna,2696,1930,51.86,25525.0,KEPT
GCA_003276235.1_ASM327623v1_genomic.fna,108,51,37.51,232795.3,KEPT
GCA_000149245.3_CNA3_genomic.fna,15,15,48.21,1261074.1,KEPT
GCA_900149165.1_Msy_KS327_June2015_genomic.fna,8,8,59.13,984144.1,KEPT
GCA_002930455.1_ASM293045v1_genomic.fna,315,160,51.72,307026.4,KEPT
GCA_000784635.1_Cand_albi_SC5314_V4_genomic.fna,38,26,32.61,421003.9,KEPT
GCA_001307345.1_ASM130734v1_genomic.fna,239,137,49.11,215383.7,KEPT
GCA_020568325.1_ASM2056832v1_genomic.fna,993,242,50.99,148072.2,KEPT
GCA_005234155.1_ASM523415v1_genomic.fna,9,9,45.19,1365918.4,KEPT
GCA_001670115.1_ASM167011v1_genomic.fna,17,10,36.72,872226.6,KEPT
GCA_000938715.1_LALA0_genomic.fna,24,24,44.27,462172.1,KEPT
GCA_002591405.1_OphauG2_genomic.fna,2297,1936,53.34,11120.9,KEPT
GCA_003690335.1_ASM369033v1_genomic.fna,6062,1876,48.94,18281.8,KEPT
GCA_900074755.1_LANO0_genomic.fna,8,8,43.65,1414224.8,KEPT
GCA_001006355.1_UCDDS831v0.1_genomic.fna,694,309,56.78,118701.7,KEPT
GCA_009665725.1_ASM966572v1_genomic.fna,2347,414,38.99,53996.5,KEPT
GCA_020579845.1_ASM2057984v1_genomic.fna,798,189,50.57,192969.9,KEPT
GCA_902501025.1_C3-3_genomic.fna,1611,1526,59.87,39199.3,KEPT
GCA_002851775.1_ASM285177v1_genomic.fna,184,41,57.52,866070.5,KEPT
GCA_004016265.1_ASM401626v1_genomic.fna,420,386,54.63,114321.3,KEPT
GCA_003689035.1_ASM368903v1_genomic.fna,5710,1992,43.26,33484.7,KEPT
GCA_012851195.1_ASM1285119v1_genomic.fna,79,56,45.05,164081.1,KEPT
GCA_000829775.1_TcelY94_1.0_genomic.fna,60,29,46.01,1239713.0,KEPT
GCA_014851155.1_ASM1485115v1_genomic.fna,1967,746,50.45,62878.8,KEPT
GCA_012977745.1_ASM1297774v1_genomic.fna,743,675,47.55,57501.6,KEPT
GCA_016584275.1_ASM1658427v1_genomic.fna,433,310,40.00,33878.4,KEPT
GCA_000498135.1_FJ81278_genome_assembly_genomic.fna,3518,1133,51.71,32364.0,KEPT
GCA_003116875.1_JCM_12878_assembly_v001_genomic.fna,31,30,54.94,838034.1,KEPT
GCA_020575955.1_ASM2057595v1_genomic.fna,1356,258,50.37,146864.2,KEPT
GCA_003015405.1_ASM301540v1_genomic.fna,1849,1262,51.47,30341.3,KEPT
GCA_003574815.1_ASM357481v1_genomic.fna,5527,212,49.75,146812.7,KEPT
GCA_003454735.1_ASM345473v1_genomic.fna,8,8,33.63,1803162.4,KEPT
GCA_003016705.1_ASM301670v1_genomic.fna,2079,1282,51.37,29874.3,KEPT
GCA_003571375.1_ASM357137v1_genomic.fna,485,474,47.04,42187.6,KEPT
GCA_015679405.1_UCR_MspKOD1030_1.0_genomic.fna,3767,2553,49.51,14797.7,KEPT
GCA_008711225.1_ASM871122v1_genomic.fna,801,299,49.50,104826.4,KEPT
GCA_017766285.1_ASM1776628v1_genomic.fna,19,19,52.18,2048269.9,KEPT
GCA_019633595.1_Tulasn9824_1.0_genomic.fna,4164,4027,51.52,12020.8,KEPT
GCA_001646965.1_ASM164696v1_genomic.fna,258,252,52.46,134051.9,KEPT
GCA_011035205.1_ASM1103520v1_genomic.fna,34308,12335,50.19,2968.3,KEPT
GCA_001653215.1_ASM165321v1_genomic.fna,4750,1855,52.23,15500.3,KEPT
GCA_020086695.1_ASM2008669v1_genomic.fna,4510,118,46.57,298157.4,KEPT
GCA_020826765.1_ASM2082676v1_genomic.fna,1879,807,49.69,44564.1,KEPT
GCA_900096705.1_version_1_genomic.fna,227,160,47.31,285727.6,KEPT
GCA_004125105.1_ASM412510v1_genomic.fna,1101,113,48.77,89015.8,KEPT
GCA_009667275.1_ASM966727v1_genomic.fna,314,157,39.91,74389.2,KEPT
GCA_014607435.1_CSIRO_EPUS_1.4_genomic.fna,2902,779,49.15,41123.2,KEPT
GCA_001661515.1_ASM166151v1_genomic.fna,72,61,37.53,397136.7,KEPT
GCA_000344635.1_Wolco1_genomic.fna,348,323,50.75,126018.9,KEPT
GCA_900106125.1_PYCC_4715_assembly_genomic.fna,8,8,43.45,1634638.6,KEPT
GCA_010093995.1_Elsamp1_genomic.fna,161,141,49.10,199529.1,KEPT
GCA_001738855.1_ASM173885v1_genomic.fna,898,68,37.41,173720.7,KEPT
GCA_003689095.1_ASM368909v1_genomic.fna,10401,3802,43.75,16998.9,KEPT
GCA_002236675.2_ALP3.long_genomic.fna,6495,1021,52.17,32039.7,KEPT
GCA_009806235.1_ASM980623v1_genomic.fna,269,196,44.53,293930.5,KEPT
GCA_000769215.1_Fave_05001_genomic.fna,83,79,48.49,523841.8,KEPT
GCA_019191075.1_ASM1919107v1_genomic.fna,182,123,60.53,163162.8,KEPT
GCA_003274855.1_ASM327485v1_genomic.fna,51,35,37.80,335304.5,KEPT
GCA_910591955.1_IHEM_25556_genomic.fna,18,18,48.25,1230058.4,KEPT
GCA_000213175.1_v2.0_genomic.fna,81,81,48.59,483288.1,KEPT
GCA_016767195.1_ASM1676719v1_genomic.fna,19,19,51.17,1738219.4,KEPT
GCA_017868155.1_ASM1786815v1_genomic.fna,1386,312,37.97,36144.2,KEPT
GCA_001691765.1_ASM169176v1_genomic.fna,17515,7164,47.64,8557.0,KEPT
GCA_010724915.1_ASM1072491v1_genomic.fna,809,296,49.74,103030.6,KEPT
GCA_003277615.1_ASM327761v1_genomic.fna,53,34,37.87,344315.7,KEPT
GCA_002370145.1_ASM237014v1_genomic.fna,792,384,43.61,49098.0,KEPT
GCA_900519015.1_YAOS0_genomic.fna,37,31,50.73,744107.3,KEPT
GCA_001875675.1_ASM187567v1_genomic.fna,1727,640,50.54,7653.7,KEPT
GCA_003967635.1_Afla_1.0_genomic.fna,828,809,48.36,45031.7,KEPT
GCA_012896555.1_ASM1289655v1_genomic.fna,8,8,47.77,4702705.1,KEPT
GCA_000365125.1_Saccharomyces_cerevisiae_M3839_v1.0_genomic.fna,44,43,38.06,268339.7,KEPT
GCA_016695485.1_Suihi1_genomic.fna,644,494,45.54,92293.2,KEPT
GCA_003708045.1_ASM370804v1_genomic.fna,488,269,50.19,79408.3,KEPT
GCA_010065285.1_BROAD_CneoA_Ftc146-1_1_genomic.fna,17,17,48.21,1122263.9,KEPT
GCA_020578105.1_ASM2057810v1_genomic.fna,343,171,50.20,219817.3,KEPT
GCA_000203795.2_v1.1_genomic.fna,62,48,39.05,492469.9,KEPT
GCA_000835505.1_Exop_xeno_CBS118157_V1_genomic.fna,15,11,51.52,2854665.5,KEPT
GCA_000827315.1_Piloderma_croceum_F_1598_v1.0_genomic.fna,715,330,45.72,32798.1,KEPT
GCA_004307905.1_Dicsqu464_1_genomic.fna,467,338,55.01,102402.6,KEPT
GCA_014324665.1_ASM1432466v1_genomic.fna,1443,880,47.44,56572.7,KEPT
GCA_900519005.1_YAPH0_genomic.fna,9,9,43.26,1800871.9,KEPT
GCA_002370295.1_ASM237029v1_genomic.fna,2150,372,48.64,45162.9,KEPT
GCA_000817185.1_Sc12647_genomic.fna,339,237,33.35,74209.4,KEPT
GCA_000976125.2_Sc_YJM541_v1_genomic.fna,18,18,38.63,720365.9,KEPT
GCA_011035615.1_ASM1103561v1_genomic.fna,2209,1378,47.26,37647.7,KEPT
GCA_003344945.1_Aspwel1_genomic.fna,396,308,49.70,120964.0,KEPT
GCA_004761985.1_ASM476198v1_genomic.fna,465,196,51.13,133405.4,KEPT
GCA_010883335.1_ASM1088333v1_genomic.fna,906,317,51.67,106708.5,KEPT
GCA_018906765.1_ASM1890676v1_genomic.fna,59,50,52.04,1002058.5,KEPT
GCA_019054735.1_ASM1905473v1_genomic.fna,47,47,48.24,837795.9,KEPT
GCA_910592025.1_IHEM_19744_genomic.fna,19,19,48.13,1175982.9,KEPT
GCA_003184345.1_ASM318434v1_genomic.fna,46,46,47.78,821635.3,KEPT
GCA_905109865.1_Assembly_of_M.oryzae_isolate_JUM1_genome_genomic.fna,4992,1075,51.24,35521.0,KEPT
GCA_018851305.1_ASM1885130v1_genomic.fna,25098,5149,46.07,8027.2,KEPT
GCA_009769425.1_ASM976942v1_genomic.fna,6915,5413,44.32,11028.4,KEPT
GCA_012295335.1_ASM1229533v1_genomic.fna,6,5,40.04,2088965.8,KEPT
GCA_018345715.1_ASM1834571v1_genomic.fna,22,22,48.15,1661482.0,KEPT
GCA_003276365.1_ASM327636v1_genomic.fna,102,51,37.77,230661.1,KEPT
GCA_003339355.1_UCD_Pferm_PL1_genomic.fna,714,561,41.62,18042.9,KEPT
GCA_001738115.1_ASM173811v1_genomic.fna,415,39,37.77,259230.7,KEPT
GCA_008729205.1_ASM872920v1_genomic.fna,58,40,44.29,310608.6,KEPT
GCA_018346635.1_ASM1834663v1_genomic.fna,26,26,48.32,1386386.0,KEPT
GCA_000697645.1_Galma1_genomic.fna,414,368,47.15,149545.5,KEPT
GCA_018219485.1_ASM1821948v1_genomic.fna,402,402,48.38,88504.7,KEPT
GCA_000766315.2_ASM76631v2_genomic.fna,614,511,38.33,22360.8,KEPT
GCA_003709285.1_ASM370928v1_genomic.fna,16,16,38.29,751272.4,KEPT
GCA_010093715.1_Plesi1_genomic.fna,193,120,46.97,353829.7,KEPT
GCA_000827215.1_Sphst1_genomic.fna,1460,572,44.05,5488.3,KEPT
GCA_003275105.1_ASM327510v1_genomic.fna,82,44,37.95,265697.8,KEPT
GCA_018346445.1_ASM1834644v1_genomic.fna,16,16,48.34,2257452.5,KEPT
GCA_003277205.1_ASM327720v1_genomic.fna,47,39,37.78,299514.2,KEPT
GCA_001740665.1_ASM174066v1_genomic.fna,380,48,37.56,232874.2,KEPT
GCA_019189685.1_ASM1918968v1_genomic.fna,273,158,48.32,284299.7,KEPT
GCA_003569725.1_Scer_Hm_1_01_genomic.fna,460,123,38.08,94691.5,KEPT
GCA_019776005.1_ASM1977600v1_genomic.fna,1976,715,50.48,57919.3,KEPT
GCA_019190635.1_ASM1919063v1_genomic.fna,199,134,60.53,149731.2,KEPT
GCA_004299765.1_ASM429976v1_genomic.fna,21,21,46.63,1356594.9,KEPT
GCA_000293215.1_Trichosporon_asahii_1_genomic.fna,78,77,59.04,315363.1,KEPT
GCA_019191055.1_ASM1919105v1_genomic.fna,798,567,47.72,64027.1,KEPT
GCA_014325065.1_ASM1432506v1_genomic.fna,1476,879,47.45,58040.1,KEPT
GCA_013461545.1_ASM1346154v1_genomic.fna,373,267,47.08,98882.7,KEPT
GCA_008032255.1_ASM803225v1_genomic.fna,8,8,47.39,4810624.8,KEPT
GCA_001515425.2_Saccharomyces_pastorianus_CBS1503_chromoso_mes_assembly_1.0_genomic.fna,631,470,39.29,36270.2,KEPT
GCA_000383075.1_NosBomCQ1_v1.0_genomic.fna,1607,1203,30.60,6174.0,KEPT
GCA_013623535.1_ASM1362353v1_genomic.fna,1247,1097,48.82,32980.8,KEPT
GCA_001179745.1_Cla_fum_l100.fa_genomic.fna,111201,7378,56.97,5815.2,KEPT
GCA_018408725.1_ASM1840872v1_genomic.fna,184,129,50.37,222243.8,KEPT
GCA_900618795.1_Astra_genomic.fna,37,35,52.65,815177.5,KEPT
GCA_001430955.1_ASM143095v1_genomic.fna,2724,376,49.72,63852.8,KEPT
GCA_009805345.1_ASM980534v1_genomic.fna,812,540,52.60,68907.3,KEPT
GCA_002995035.1_Trappe36293_Rhihaw_1.0_genomic.fna,16565,5066,48.18,5773.0,KEPT
GCA_011033475.1_ASM1103347v1_genomic.fna,3196,1150,47.38,45091.7,KEPT
GCA_900099445.1_6320-A7_genomic.fna,1117,196,38.16,57650.0,KEPT
GCA_900178065.1_L711_genomic.fna,1144,512,38.16,22182.1,KEPT
GCA_001890805.1_Aspgl1_genomic.fna,82,76,49.04,366512.9,KEPT
GCA_002234085.1_Fomel_001_genomic.fna,1726,1129,47.50,45452.1,KEPT
GCA_012977725.1_ASM1297772v1_genomic.fna,1032,931,48.71,43974.2,KEPT
GCA_003327635.1_ASM332763v1_genomic.fna,17,17,39.62,697142.4,KEPT
GCA_016165915.1_USDA_MAFF305557_v1_genomic.fna,2686,1232,47.47,42562.1,KEPT
GCA_002938385.1_ASM293838v1_genomic.fna,5668,2703,49.53,16632.4,KEPT
GCA_003184745.1_Aspuva1_genomic.fna,172,161,50.83,222589.5,KEPT
GCA_003273935.1_ASM327393v1_genomic.fna,79,40,37.77,290265.4,KEPT
GCA_000616765.1_Tric_rubr_MR-850_V1_genomic.fna,535,461,47.28,50046.4,KEPT
GCA_004802705.1_ASM480270v1_genomic.fna,1467,1436,48.92,25510.8,KEPT
GCA_001515445.2_Saccharomyces_pastorianus_CBS1513_chromoso_mes_assembly_1.0_genomic.fna,178,80,39.04,238628.6,KEPT
GCA_900178195.1_EF_SoucheMTF2416_V1_genomic.fna,2577,119,38.00,100022.2,KEPT
GCA_003275505.1_ASM327550v1_genomic.fna,79,53,37.77,221046.4,KEPT
