Filename,Original Contigs,After Filtering,GC Content (%),Avg Length,Status
GCA_003046155.1_ASM304615v1_genomic.fna,479,459,40.14,23422.9,KEPT
GCA_008000265.1_ASM800026v1_genomic.fna,251,251,40.11,41299.5,KEPT
GCA_016584165.1_ASM1658416v1_genomic.fna,677,580,40.11,18224.4,KEPT
GCA_016584275.1_ASM1658427v1_genomic.fna,433,310,40.00,33878.4,KEPT
GCA_016625955.1_ASM1662595v1_genomic.fna,8,8,40.25,1361803.1,KEPT
GCA_016626105.1_ASM1662610v1_genomic.fna,8,8,40.23,1349302.5,KEPT
GCA_017309885.1_ASM1730988v1_genomic.fna,16,16,40.12,674659.2,KEPT
GCA_902364165.1_100656_19_assem_genomic.fna,117,117,40.39,114007.4,KEPT
GCA_003339405.1_UCD_Pnorv_NO1_genomic.fna,362,333,35.81,28234.4,KEPT
GCA_003705465.1_ASM370546v1_genomic.fna,856,294,35.87,34035.0,KEPT
GCA_001708105.1_ASM170810v1_genomic.fna,11,11,41.47,872503.2,KEPT
GCA_016859295.1_ASM1685929v1_genomic.fna,11,11,41.06,1425615.6,KEPT
GCA_018344375.1_ASM1834437v1_genomic.fna,2447,1131,34.53,21251.0,KEPT
GCA_019321675.1_ASM1932167v1_genomic.fna,9,9,34.56,1519021.6,KEPT
GCA_019321765.1_ASM1932176v1_genomic.fna,2364,1789,41.14,10947.6,KEPT
GCA_021014285.1_ASM2101428v1_genomic.fna,1471,1403,34.54,10710.6,KEPT
GCA_002079055.1_ASM207905v1_genomic.fna,17,17,38.49,711341.8,KEPT
GCA_001029075.1_ASM102907v1_genomic.fna,17,14,37.27,823050.6,KEPT
GCA_021020675.1_ASM2102067v1_genomic.fna,2854,2039,33.82,12425.6,KEPT
GCA_008062615.2_ASM806261v2_genomic.fna,51,18,43.68,590982.4,KEPT
GCA_900174495.1_MGUIL.PP1_genomic.fna,108,101,43.71,105521.2,KEPT
GCA_013180065.1_ASM1318006v1_genomic.fna,671,298,39.97,40511.2,KEPT
GCA_013180165.1_ASM1318016v1_genomic.fna,380,117,39.89,101074.6,KEPT
GCA_013180675.1_ASM1318067v1_genomic.fna,4360,154,40.03,83081.4,KEPT
GCA_013180695.1_ASM1318069v1_genomic.fna,7055,994,39.87,9625.3,KEPT
GCA_019431265.1_ASM1943126v1_genomic.fna,18,18,40.07,679318.6,KEPT
GCA_000091065.2_ASM9106v2_genomic.fna,2,2,38.62,293380.5,KEPT
GCA_000766165.2_ASM76616v2_genomic.fna,851,608,38.17,18838.0,KEPT
GCA_000766175.2_ASM76617v2_genomic.fna,607,499,38.29,23202.7,KEPT
GCA_000766185.2_ASM76618v2_genomic.fna,554,394,38.25,29275.3,KEPT
GCA_000766195.2_ASM76619v2_genomic.fna,670,504,38.25,22726.8,KEPT
GCA_000766245.2_ASM76624v2_genomic.fna,413,223,38.12,51643.4,KEPT
GCA_000766265.2_ASM76626v2_genomic.fna,451,222,38.10,51605.9,KEPT
GCA_000766275.2_ASM76627v2_genomic.fna,624,525,38.27,21980.5,KEPT
GCA_000766305.2_ASM76630v2_genomic.fna,577,309,38.03,37786.4,KEPT
GCA_000766315.2_ASM76631v2_genomic.fna,614,511,38.33,22360.8,KEPT
GCA_000766375.2_ASM76637v2_genomic.fna,344,187,38.11,61759.0,KEPT
GCA_000766395.2_ASM76639v2_genomic.fna,388,205,38.01,56093.4,KEPT
GCA_000766415.2_ASM76641v2_genomic.fna,389,199,38.11,57567.4,KEPT
GCA_000766435.2_ASM76643v2_genomic.fna,418,221,38.12,52019.5,KEPT
GCA_000766455.2_ASM76645v2_genomic.fna,431,221,38.11,51965.4,KEPT
GCA_000766475.2_ASM76647v2_genomic.fna,415,226,38.10,50844.0,KEPT
GCA_000766495.2_ASM76649v2_genomic.fna,389,204,38.14,56286.2,KEPT
GCA_000766515.2_ASM76651v2_genomic.fna,402,203,38.09,56583.6,KEPT
GCA_000766535.2_ASM76653v2_genomic.fna,409,229,38.09,50179.2,KEPT
GCA_000766555.2_ASM76655v2_genomic.fna,403,218,38.13,52934.6,KEPT
GCA_000766575.2_ASM76657v2_genomic.fna,397,219,38.09,52462.2,KEPT
GCA_000766595.2_ASM76659v2_genomic.fna,366,203,38.09,56639.5,KEPT
GCA_000766615.2_ASM76661v2_genomic.fna,538,458,38.31,25245.5,KEPT
GCA_000766635.2_ASM76663v2_genomic.fna,325,188,38.11,60868.2,KEPT
GCA_000767965.1_ASM76796v1_genomic.fna,480,390,38.28,29332.8,KEPT
GCA_000768095.1_ASM76809v1_genomic.fna,1348,1141,38.34,9819.9,KEPT
GCA_000775555.1_ASM77555v1_genomic.fna,354,243,38.21,46443.8,KEPT
GCA_000971825.1_ASM97182v1_genomic.fna,16,16,38.20,719126.8,KEPT
GCA_001006245.1_ScSp60_v1_genomic.fna,213,142,37.85,80961.3,KEPT
GCA_001051215.1_ASM105121v1_genomic.fna,17,17,38.14,710961.5,KEPT
GCA_001671315.1_ASM167131v1_genomic.fna,17,15,36.44,787554.2,KEPT
GCA_001078085.1_ASM107808v1_genomic.fna,361,361,38.11,31459.5,KEPT
GCA_001078105.1_ASM107810v1_genomic.fna,218,218,38.10,52717.2,KEPT
GCA_001580425.1_ASM158042v1_genomic.fna,17,17,38.15,715735.6,KEPT
GCA_001584535.1_ASM158453v1_genomic.fna,125,65,38.08,178115.3,KEPT
GCA_001592655.1_ASM159265v1_genomic.fna,17,16,37.69,751652.7,KEPT
GCA_001634645.1_GLBRCY22-3_genomic.fna,32,32,38.08,386786.6,KEPT
GCA_001669875.1_ASM166987v1_genomic.fna,17,15,36.49,787175.7,KEPT
GCA_001669905.1_ASM166990v1_genomic.fna,17,15,36.41,787969.0,KEPT
GCA_001669935.1_ASM166993v1_genomic.fna,17,15,36.57,787451.1,KEPT
GCA_001669965.1_ASM166996v1_genomic.fna,17,15,36.44,786794.5,KEPT
GCA_001669995.1_ASM166999v1_genomic.fna,17,15,36.50,786862.5,KEPT
GCA_001670025.1_ASM167002v1_genomic.fna,17,15,36.51,787601.7,KEPT
GCA_001670055.1_ASM167005v1_genomic.fna,17,15,36.49,787435.5,KEPT
GCA_001670085.1_ASM167008v1_genomic.fna,17,13,36.51,855195.5,KEPT
GCA_001670115.1_ASM167011v1_genomic.fna,17,15,36.48,787607.6,KEPT
GCA_001670145.1_ASM167014v1_genomic.fna,17,15,36.49,788395.4,KEPT
GCA_001670175.1_ASM167017v1_genomic.fna,17,15,36.38,787506.2,KEPT
GCA_001670205.1_ASM167020v1_genomic.fna,17,15,36.45,787667.3,KEPT
GCA_001670235.1_ASM167023v1_genomic.fna,17,15,36.47,787285.9,KEPT
GCA_001670265.1_ASM167026v1_genomic.fna,17,15,36.43,787090.6,KEPT
GCA_001670295.1_ASM167029v1_genomic.fna,17,15,36.48,787536.3,KEPT
GCA_001670325.1_ASM167032v1_genomic.fna,17,15,36.45,787981.3,KEPT
GCA_001670355.1_ASM167035v1_genomic.fna,17,15,36.53,785186.2,KEPT
GCA_001670385.1_ASM167038v1_genomic.fna,17,15,36.42,787280.6,KEPT
GCA_001670415.1_ASM167041v1_genomic.fna,17,15,36.47,786063.2,KEPT
GCA_001670845.1_ASM167084v1_genomic.fna,17,15,36.45,787784.5,KEPT
GCA_001670935.1_ASM167093v1_genomic.fna,17,15,36.45,787814.7,KEPT
GCA_001670965.1_ASM167096v1_genomic.fna,17,15,36.46,786842.6,KEPT
GCA_001670995.1_ASM167099v1_genomic.fna,17,15,36.52,787563.5,KEPT
GCA_001671025.1_ASM167102v1_genomic.fna,17,15,36.42,786693.5,KEPT
GCA_001671055.1_ASM167105v1_genomic.fna,17,15,36.48,787311.7,KEPT
GCA_001671085.1_ASM167108v1_genomic.fna,17,15,36.40,787653.9,KEPT
GCA_001671115.1_ASM167111v1_genomic.fna,17,15,36.43,787550.1,KEPT
GCA_001671165.1_ASM167116v1_genomic.fna,17,15,36.42,787268.1,KEPT
GCA_001671195.1_ASM167119v1_genomic.fna,17,15,36.44,787352.8,KEPT
GCA_001671225.1_ASM167122v1_genomic.fna,17,15,36.49,785320.1,KEPT
GCA_001671255.1_ASM167125v1_genomic.fna,17,15,36.47,785929.2,KEPT
GCA_001671285.1_ASM167128v1_genomic.fna,17,15,36.47,787445.8,KEPT
GCA_001671345.1_ASM167134v1_genomic.fna,17,15,36.45,786974.1,KEPT
GCA_001737655.2_ASM173765v2_genomic.fna,100,33,37.61,316143.5,KEPT
GCA_001671375.1_ASM167137v1_genomic.fna,17,15,36.46,787383.3,KEPT
GCA_001671405.1_ASM167140v1_genomic.fna,17,14,36.51,810711.4,KEPT
GCA_001671435.1_ASM167143v1_genomic.fna,17,15,36.53,788103.3,KEPT
GCA_001671565.1_ASM167156v1_genomic.fna,17,15,36.47,787131.6,KEPT
GCA_001671595.1_ASM167159v1_genomic.fna,17,15,36.48,787112.1,KEPT
GCA_001671625.1_ASM167162v1_genomic.fna,17,15,36.55,788282.5,KEPT
GCA_001671655.1_ASM167165v1_genomic.fna,17,15,36.54,787050.6,KEPT
GCA_001671685.1_ASM167168v1_genomic.fna,17,15,36.45,787242.6,KEPT
GCA_001671715.1_ASM167171v1_genomic.fna,17,15,36.52,787242.7,KEPT
GCA_001671745.1_ASM167174v1_genomic.fna,17,15,36.48,786760.9,KEPT
GCA_001671775.1_ASM167177v1_genomic.fna,17,15,36.46,787596.2,KEPT
GCA_001671805.1_ASM167180v1_genomic.fna,17,15,36.48,786701.5,KEPT
GCA_001671835.1_ASM167183v1_genomic.fna,17,15,36.47,786707.3,KEPT
GCA_001671865.1_ASM167186v1_genomic.fna,17,15,36.47,785893.9,KEPT
GCA_001671895.1_ASM167189v1_genomic.fna,17,15,36.46,787176.5,KEPT
GCA_001671925.1_ASM167192v1_genomic.fna,17,15,36.50,786957.4,KEPT
GCA_001671955.1_ASM167195v1_genomic.fna,17,15,36.46,787731.0,KEPT
GCA_001671985.1_ASM167198v1_genomic.fna,17,15,36.56,788179.7,KEPT
GCA_001735825.1_ASM173582v1_genomic.fna,972,83,37.37,145570.3,KEPT
GCA_001737145.2_ASM173714v2_genomic.fna,156,41,37.55,290797.9,KEPT
GCA_001737155.1_ASM173715v1_genomic.fna,1156,85,37.39,142302.9,KEPT
GCA_001737165.1_ASM173716v1_genomic.fna,64,28,37.76,421199.0,KEPT
GCA_001737175.1_ASM173717v1_genomic.fna,1050,77,37.46,156152.6,KEPT
GCA_001737265.1_ASM173726v1_genomic.fna,68,28,37.61,396753.9,KEPT
GCA_001737275.1_ASM173727v1_genomic.fna,185,47,37.57,254699.8,KEPT
GCA_001737285.1_ASM173728v1_genomic.fna,216,37,37.12,327339.2,KEPT
GCA_001737295.2_ASM173729v2_genomic.fna,186,37,37.39,306084.9,KEPT
GCA_001737385.2_ASM173738v2_genomic.fna,148,34,37.46,344474.0,KEPT
GCA_001737395.2_ASM173739v2_genomic.fna,454,69,37.56,172756.5,KEPT
GCA_001737415.2_ASM173741v2_genomic.fna,57,23,37.34,511665.7,KEPT
GCA_001737445.2_ASM173744v2_genomic.fna,81,24,37.64,459222.5,KEPT
GCA_001737505.2_ASM173750v2_genomic.fna,169,30,37.39,375399.5,KEPT
GCA_001737515.2_ASM173751v2_genomic.fna,302,46,37.20,258489.2,KEPT
GCA_001737535.2_ASM173753v2_genomic.fna,103,30,37.47,355031.2,KEPT
GCA_001737545.2_ASM173754v2_genomic.fna,220,38,37.53,292729.3,KEPT
GCA_001737625.2_ASM173762v2_genomic.fna,98,27,37.18,359511.7,KEPT
GCA_001737635.2_ASM173763v2_genomic.fna,200,39,37.64,299632.4,KEPT
GCA_001737645.2_ASM173764v2_genomic.fna,190,37,37.56,322218.6,KEPT
GCA_001737745.2_ASM173774v2_genomic.fna,112,28,37.85,392994.9,KEPT
GCA_001737875.1_ASM173787v1_genomic.fna,177,26,37.46,420795.6,KEPT
GCA_001737755.2_ASM173775v2_genomic.fna,75,27,37.60,414813.4,KEPT
GCA_001737765.2_ASM173776v2_genomic.fna,122,28,37.33,339765.5,KEPT
GCA_001737785.2_ASM173778v2_genomic.fna,58,26,37.43,438884.5,KEPT
GCA_001737865.2_ASM173786v2_genomic.fna,86,29,37.51,390908.8,KEPT
GCA_001737885.1_ASM173788v1_genomic.fna,500,57,37.43,212434.3,KEPT
GCA_001737895.1_ASM173789v1_genomic.fna,485,62,37.61,193288.3,KEPT
GCA_001737985.1_ASM173798v1_genomic.fna,587,55,37.47,214745.1,KEPT
GCA_001737995.1_ASM173799v1_genomic.fna,325,54,37.19,219617.9,KEPT
GCA_001738005.1_ASM173800v1_genomic.fna,112,32,37.16,367505.5,KEPT
GCA_001738015.1_ASM173801v1_genomic.fna,263,38,37.31,312003.9,KEPT
GCA_001738105.1_ASM173810v1_genomic.fna,268,61,37.31,197512.0,KEPT
GCA_001738115.1_ASM173811v1_genomic.fna,415,43,37.54,270682.3,KEPT
GCA_001738125.1_ASM173812v1_genomic.fna,84,28,37.32,400536.8,KEPT
GCA_001738135.2_ASM173813v2_genomic.fna,1476,91,37.51,134372.8,KEPT
GCA_001738225.1_ASM173822v1_genomic.fna,123,37,37.68,317135.7,KEPT
GCA_001738235.1_ASM173823v1_genomic.fna,93,29,37.74,402883.4,KEPT
GCA_001738255.1_ASM173825v1_genomic.fna,87,28,37.80,392247.6,KEPT
GCA_001738265.1_ASM173826v1_genomic.fna,117,35,37.39,338398.7,KEPT
GCA_001738345.1_ASM173834v1_genomic.fna,85,29,37.92,345825.3,KEPT
GCA_001738355.1_ASM173835v1_genomic.fna,89,32,37.26,369364.2,KEPT
GCA_001738375.1_ASM173837v1_genomic.fna,115,37,37.58,317486.9,KEPT
GCA_001738395.1_ASM173839v1_genomic.fna,76,19,36.97,642806.5,KEPT
GCA_001738465.1_ASM173846v1_genomic.fna,91,37,36.96,319963.5,KEPT
GCA_001738485.1_ASM173848v1_genomic.fna,358,67,37.17,181591.7,KEPT
GCA_001738495.1_ASM173849v1_genomic.fna,360,65,37.20,185428.6,KEPT
GCA_001738515.1_ASM173851v1_genomic.fna,384,56,37.41,210751.1,KEPT
GCA_001738585.1_ASM173858v1_genomic.fna,400,64,37.37,188166.2,KEPT
GCA_001738595.1_ASM173859v1_genomic.fna,299,58,37.03,195385.3,KEPT
GCA_001738605.1_ASM173860v1_genomic.fna,124,33,37.61,350758.5,KEPT
GCA_001738615.1_ASM173861v1_genomic.fna,93,29,37.69,369536.5,KEPT
GCA_001738705.1_ASM173870v1_genomic.fna,414,77,37.45,141738.9,KEPT
GCA_001738715.1_ASM173871v1_genomic.fna,124,34,37.66,345988.7,KEPT
GCA_001738725.1_ASM173872v1_genomic.fna,395,38,37.01,314450.3,KEPT
GCA_001738755.1_ASM173875v1_genomic.fna,588,48,37.15,250899.4,KEPT
GCA_001738825.1_ASM173882v1_genomic.fna,638,45,37.28,266740.7,KEPT
GCA_001738835.1_ASM173883v1_genomic.fna,725,69,37.12,175566.0,KEPT
GCA_001738845.1_ASM173884v1_genomic.fna,477,45,37.23,258742.9,KEPT
GCA_001738855.1_ASM173885v1_genomic.fna,898,71,37.35,173838.0,KEPT
GCA_001738945.1_ASM173894v1_genomic.fna,1012,71,37.39,171250.2,KEPT
GCA_001740095.1_ASM174009v1_genomic.fna,566,39,37.04,303212.6,KEPT
GCA_001738955.1_ASM173895v1_genomic.fna,787,65,37.36,189721.4,KEPT
GCA_001738965.1_ASM173896v1_genomic.fna,517,41,37.11,287884.8,KEPT
GCA_001738985.1_ASM173898v1_genomic.fna,347,37,37.07,323345.5,KEPT
GCA_001739065.1_ASM173906v1_genomic.fna,385,49,37.35,243582.7,KEPT
GCA_001739075.1_ASM173907v1_genomic.fna,501,48,37.43,252669.6,KEPT
GCA_001739095.1_ASM173909v1_genomic.fna,482,46,37.27,254763.3,KEPT
GCA_001739105.1_ASM173910v1_genomic.fna,505,42,37.18,280250.4,KEPT
GCA_001739185.1_ASM173918v1_genomic.fna,214,29,37.13,382954.0,KEPT
GCA_001739215.1_ASM173921v1_genomic.fna,490,43,36.99,275047.2,KEPT
GCA_001739225.1_ASM173922v1_genomic.fna,563,62,37.56,194733.0,KEPT
GCA_001739235.1_ASM173923v1_genomic.fna,533,56,37.44,213721.5,KEPT
GCA_001739305.1_ASM173930v1_genomic.fna,228,35,37.26,344139.7,KEPT
GCA_001739335.1_ASM173933v1_genomic.fna,182,30,37.28,393058.9,KEPT
GCA_001739345.1_ASM173934v1_genomic.fna,468,44,37.23,258777.6,KEPT
GCA_001739355.1_ASM173935v1_genomic.fna,537,44,37.40,261276.6,KEPT
GCA_001739425.1_ASM173942v1_genomic.fna,497,46,37.44,258085.9,KEPT
GCA_001739455.1_ASM173945v1_genomic.fna,406,52,37.15,230745.1,KEPT
GCA_001739475.1_ASM173947v1_genomic.fna,402,39,37.16,307460.9,KEPT
GCA_001739495.1_ASM173949v1_genomic.fna,389,35,37.20,341454.3,KEPT
GCA_001739545.1_ASM173954v1_genomic.fna,400,42,37.22,285114.5,KEPT
GCA_001739575.1_ASM173957v1_genomic.fna,430,40,37.26,293927.8,KEPT
GCA_001739595.1_ASM173959v1_genomic.fna,334,37,37.39,320459.5,KEPT
GCA_001739625.1_ASM173962v1_genomic.fna,542,42,37.09,275126.6,KEPT
GCA_001739665.1_ASM173966v1_genomic.fna,317,34,37.35,349069.2,KEPT
GCA_001739695.1_ASM173969v1_genomic.fna,331,41,37.29,282391.3,KEPT
GCA_001739705.1_ASM173970v1_genomic.fna,178,38,37.22,305607.6,KEPT
GCA_001739735.1_ASM173973v1_genomic.fna,478,38,37.15,309144.9,KEPT
GCA_001739775.1_ASM173977v1_genomic.fna,157,32,37.28,352269.9,KEPT
GCA_001739815.1_ASM173981v1_genomic.fna,438,38,37.13,314577.6,KEPT
GCA_001739825.1_ASM173982v1_genomic.fna,443,45,37.23,265823.5,KEPT
GCA_001739845.1_ASM173984v1_genomic.fna,402,38,37.17,307662.7,KEPT
GCA_001739865.1_ASM173986v1_genomic.fna,575,41,37.23,292364.3,KEPT
GCA_001739935.1_ASM173993v1_genomic.fna,422,51,37.18,237436.6,KEPT
GCA_001739945.1_ASM173994v1_genomic.fna,547,55,37.45,220337.7,KEPT
GCA_001739965.1_ASM173996v1_genomic.fna,416,48,37.44,244719.8,KEPT
GCA_001739995.1_ASM173999v1_genomic.fna,495,40,37.16,288403.9,KEPT
GCA_001740055.1_ASM174005v1_genomic.fna,398,59,37.46,202753.2,KEPT
GCA_001740075.1_ASM174007v1_genomic.fna,395,50,37.23,239055.1,KEPT
GCA_001740115.1_ASM174011v1_genomic.fna,525,42,37.26,279594.7,KEPT
GCA_001741295.1_ASM174129v1_genomic.fna,191,37,37.24,320200.1,KEPT
GCA_001740175.1_ASM174017v1_genomic.fna,497,47,37.11,255494.6,KEPT
GCA_001740185.1_ASM174018v1_genomic.fna,437,42,37.25,279972.2,KEPT
GCA_001740205.1_ASM174020v1_genomic.fna,430,44,37.29,265243.3,KEPT
GCA_001740225.1_ASM174022v1_genomic.fna,599,60,37.38,204325.9,KEPT
GCA_001740295.1_ASM174029v1_genomic.fna,370,48,37.27,243520.5,KEPT
GCA_001740305.1_ASM174030v1_genomic.fna,536,41,37.17,281921.6,KEPT
GCA_001740325.1_ASM174032v1_genomic.fna,488,41,37.22,287446.0,KEPT
GCA_001740345.1_ASM174034v1_genomic.fna,476,47,37.16,255379.3,KEPT
GCA_001740415.1_ASM174041v1_genomic.fna,466,50,37.19,240077.8,KEPT
GCA_001740425.1_ASM174042v1_genomic.fna,489,44,37.02,273020.2,KEPT
GCA_001740445.1_ASM174044v1_genomic.fna,517,37,37.11,318637.2,KEPT
GCA_001740455.1_ASM174045v1_genomic.fna,129,32,36.90,363632.7,KEPT
GCA_001740535.1_ASM174053v1_genomic.fna,283,47,37.18,254447.4,KEPT
GCA_001740545.1_ASM174054v1_genomic.fna,192,40,37.02,290887.5,KEPT
GCA_001740565.1_ASM174056v1_genomic.fna,225,38,37.12,311632.2,KEPT
GCA_001740575.1_ASM174057v1_genomic.fna,208,45,37.54,266019.5,KEPT
GCA_001740655.1_ASM174065v1_genomic.fna,261,45,37.39,267667.1,KEPT
GCA_001740665.1_ASM174066v1_genomic.fna,380,52,37.43,230270.8,KEPT
GCA_001740675.1_ASM174067v1_genomic.fna,287,45,37.39,257203.2,KEPT
GCA_001740705.1_ASM174070v1_genomic.fna,267,43,37.32,275616.3,KEPT
GCA_001740775.1_ASM174077v1_genomic.fna,309,44,37.34,269261.7,KEPT
GCA_001740785.1_ASM174078v1_genomic.fna,77,34,37.01,354359.6,KEPT
GCA_001740795.1_ASM174079v1_genomic.fna,113,31,37.43,365171.6,KEPT
GCA_001740805.1_ASM174080v1_genomic.fna,249,45,37.30,267631.5,KEPT
GCA_001740895.1_ASM174089v1_genomic.fna,212,40,37.21,296931.7,KEPT
GCA_001740905.1_ASM174090v1_genomic.fna,219,30,37.42,387083.1,KEPT
GCA_001740915.1_ASM174091v1_genomic.fna,392,63,37.58,188007.7,KEPT
GCA_001740925.1_ASM174092v1_genomic.fna,373,67,37.40,181137.4,KEPT
GCA_001741015.1_ASM174101v1_genomic.fna,217,48,37.59,248834.8,KEPT
GCA_001741025.1_ASM174102v1_genomic.fna,257,41,37.24,289740.1,KEPT
GCA_001741035.1_ASM174103v1_genomic.fna,432,62,37.32,191256.8,KEPT
GCA_001741045.1_ASM174104v1_genomic.fna,93,29,37.28,377411.6,KEPT
GCA_001741135.1_ASM174113v1_genomic.fna,378,74,37.28,164451.6,KEPT
GCA_001741145.1_ASM174114v1_genomic.fna,228,40,37.38,295711.7,KEPT
GCA_001741165.1_ASM174116v1_genomic.fna,263,54,37.37,219539.7,KEPT
GCA_001741195.1_ASM174119v1_genomic.fna,86,28,37.34,421573.0,KEPT
GCA_001741255.1_ASM174125v1_genomic.fna,221,34,37.02,349271.7,KEPT
GCA_001741285.1_ASM174128v1_genomic.fna,45,21,37.03,537617.3,KEPT
GCA_001741305.1_ASM174130v1_genomic.fna,177,34,36.99,345415.6,KEPT
GCA_003270145.1_ASM327014v1_genomic.fna,64,25,37.17,456436.1,KEPT
GCA_001741375.1_ASM174137v1_genomic.fna,181,41,37.13,290306.8,KEPT
GCA_001741405.1_ASM174140v1_genomic.fna,126,31,37.31,376452.4,KEPT
GCA_001741415.1_ASM174141v1_genomic.fna,298,41,37.32,295750.8,KEPT
GCA_001741425.1_ASM174142v1_genomic.fna,244,37,37.16,316074.1,KEPT
GCA_001741495.1_ASM174149v1_genomic.fna,158,49,37.26,245435.6,KEPT
GCA_001741525.1_ASM174152v1_genomic.fna,284,39,37.40,269030.8,KEPT
GCA_001741535.1_ASM174153v1_genomic.fna,295,42,37.58,279949.4,KEPT
GCA_001741555.1_ASM174155v1_genomic.fna,263,47,37.27,230797.4,KEPT
GCA_001741605.1_ASM174160v1_genomic.fna,218,32,37.43,358028.7,KEPT
GCA_001741685.1_ASM174168v1_genomic.fna,478,65,37.28,188262.4,KEPT
GCA_001741695.1_ASM174169v1_genomic.fna,341,59,37.24,204812.5,KEPT
GCA_001741705.1_ASM174170v1_genomic.fna,276,49,37.59,244562.5,KEPT
GCA_001741725.1_ASM174172v1_genomic.fna,92,32,37.41,366859.6,KEPT
GCA_001741805.1_ASM174180v1_genomic.fna,247,39,37.45,300798.7,KEPT
GCA_001741815.1_ASM174181v1_genomic.fna,195,47,37.46,249879.8,KEPT
GCA_001750485.1_S_cerevisiae_GUJ105_v1_genomic.fna,201,106,37.96,108205.1,KEPT
GCA_001932575.1_CTBEBG1_genomic.fna,213,167,38.20,69768.3,KEPT
GCA_001937245.1_ASM193724v1_genomic.fna,40,33,38.08,361253.8,KEPT
GCA_002057635.1_ASM205763v1_genomic.fna,17,17,38.09,720173.1,KEPT
GCA_002057805.1_ASM205780v1_genomic.fna,17,17,38.08,699700.6,KEPT
GCA_002057885.1_ASM205788v1_genomic.fna,17,17,38.15,714583.7,KEPT
GCA_002057995.1_ASM205799v1_genomic.fna,17,17,38.11,705173.7,KEPT
GCA_002058095.1_ASM205809v1_genomic.fna,17,17,38.04,695383.8,KEPT
GCA_002058645.1_ASM205864v1_genomic.fna,17,17,38.07,703765.6,KEPT
GCA_002079025.1_ASM207902v1_genomic.fna,17,17,38.11,708184.4,KEPT
GCA_002250225.1_ASM225022v1_genomic.fna,495,120,38.04,94523.2,KEPT
GCA_002271905.1_S_cerevisiae_DBVPG6044_v1_genomic.fna,23,23,38.36,512061.5,KEPT
GCA_002271945.1_S_cerevisiae_Y12_v1_genomic.fna,23,23,38.31,508174.4,KEPT
GCA_002335645.1_ScerevisiaeKagoshima_assembly01_genomic.fna,33,33,38.11,373268.5,KEPT
GCA_002571405.2_ASM257140v2_genomic.fna,18,18,38.17,670994.1,KEPT
GCA_002807125.1_S_cerevisiae_SPSC01_v1_genomic.fna,304,264,38.22,42880.1,KEPT
GCA_002885995.1_ASM288599v1_genomic.fna,18,18,38.28,682264.2,KEPT
GCA_003020065.1_ASM302006v1_genomic.fna,24,24,38.12,500527.4,KEPT
GCA_003086655.1_ASM308665v1_genomic.fna,16,16,38.31,760341.8,KEPT
GCA_003270095.1_ASM327009v1_genomic.fna,54,37,37.89,313185.3,KEPT
GCA_003270135.1_ASM327013v1_genomic.fna,61,36,36.63,329287.1,KEPT
GCA_003270175.1_ASM327017v1_genomic.fna,77,35,37.76,332126.8,KEPT
GCA_003591695.1_YAL1_genomic.fna,25,25,38.08,484475.7,KEPT
GCA_003270205.1_ASM327020v1_genomic.fna,17,16,37.71,708148.8,KEPT
GCA_003270185.1_ASM327018v1_genomic.fna,54,32,37.73,362729.9,KEPT
GCA_003270245.1_ASM327024v1_genomic.fna,73,31,37.65,377461.3,KEPT
