Filename,Original Contigs,After Filtering,GC Content (%),Avg Length,Status
GCA_000979195.1_gtlEnvA5udCFS_genomic.fna,171,171,41.61,23928.1,KEPT
GCA_000979205.1_gtlEnvA5udCFS_genomic.fna,374,370,41.34,11438.3,KEPT
GCA_000979255.1_gtlEnvA5udCFS_genomic.fna,155,155,41.57,26330.5,KEPT
GCA_000979265.1_gtlEnvA5udCFS_genomic.fna,263,263,41.61,15926.1,KEPT
GCA_000979275.1_gtlEnvA5udCFS_genomic.fna,154,154,41.57,26510.4,KEPT
GCA_000979335.1_gtlEnvA5udCFS_genomic.fna,189,189,41.57,21576.4,KEPT
GCA_000979345.1_gtlEnvA5udCFS_genomic.fna,146,146,41.55,28759.6,KEPT
GCA_000979375.1_gtlEnvA5udCFS_genomic.fna,136,136,41.53,30090.4,KEPT
GCA_000979495.1_gtlEnvA5udCFS_genomic.fna,267,262,41.65,15649.5,KEPT
GCA_000979505.1_gtlEnvA5udCFS_genomic.fna,167,167,41.52,24421.7,KEPT
GCA_000979515.1_gtlEnvA5udCFS_genomic.fna,209,209,41.63,19502.9,KEPT
GCA_000979555.1_gtlEnvA5udCFS_genomic.fna,185,185,41.62,22048.3,KEPT
GCA_000979575.1_gtlEnvA5udCFS_genomic.fna,160,160,41.63,25270.1,KEPT
GCA_000979585.1_gtlEnvA5udCFS_genomic.fna,142,142,41.62,28372.3,KEPT
GCA_000979595.1_gtlEnvA5udCFS_genomic.fna,163,163,41.49,25509.0,KEPT
GCA_000979635.1_gtlEnvA5udCFS_genomic.fna,139,139,41.46,29931.7,KEPT
GCA_000979655.1_gtlEnvA5udCFS_genomic.fna,349,349,41.64,11493.0,KEPT
GCA_000979665.1_gtlEnvA5udCFS_genomic.fna,162,162,41.46,25371.7,KEPT
GCA_000979675.1_gtlEnvA5udCFS_genomic.fna,182,182,41.54,22503.8,KEPT
GCA_000979685.1_gtlEnvA5udCFS_genomic.fna,157,157,41.43,26267.4,KEPT
GCA_000979735.1_gtlEnvA5udCFS_genomic.fna,186,186,41.56,22011.5,KEPT
GCA_000979745.1_gtlEnvA5udCFS_genomic.fna,222,222,41.66,18044.8,KEPT
GCA_000979755.1_gtlEnvA5udCFS_genomic.fna,167,167,41.42,24679.7,KEPT
GCA_000979815.1_gtlEnvA5udCFS_genomic.fna,128,128,41.53,31838.1,KEPT
GCA_001481595.1_ASM148159v1_genomic.fna,1,1,36.70,2220582.0,KEPT
GCA_000979825.1_gtlEnvA5udCFS_genomic.fna,185,185,41.53,22115.0,KEPT
GCA_000979845.1_gtlEnvA5udCFS_genomic.fna,144,144,41.55,28015.0,KEPT
GCA_000979855.1_gtlEnvA5udCFS_genomic.fna,171,171,41.55,23705.0,KEPT
GCA_000979895.1_gtlEnvA5udCFS_genomic.fna,157,157,41.72,25275.5,KEPT
GCA_000979915.1_gtlEnvA5udCFS_genomic.fna,172,172,41.58,23516.8,KEPT
GCA_000979925.1_gtlEnvA5udCFS_genomic.fna,231,231,41.57,17660.8,KEPT
GCA_000979935.1_gtlEnvA5udCFS_genomic.fna,294,294,41.65,13599.7,KEPT
GCA_000979995.1_gtlEnvA5udCFS_genomic.fna,204,204,41.60,19641.5,KEPT
GCA_000980005.1_gtlEnvA5udCFS_genomic.fna,337,337,41.68,12099.5,KEPT
GCA_000980025.1_gtlEnvA5udCFS_genomic.fna,176,176,41.57,23091.4,KEPT
GCA_000980055.1_gtlEnvA5udCFS_genomic.fna,175,175,41.57,23345.0,KEPT
GCA_000980075.1_gtlEnvA5udCFS_genomic.fna,142,142,41.61,28019.7,KEPT
GCA_000980085.1_gtlEnvA5udCFS_genomic.fna,257,257,41.57,15881.9,KEPT
GCA_000980105.1_gtlEnvA5udCFS_genomic.fna,260,260,41.57,15689.2,KEPT
GCA_000980135.1_gtlEnvA5udCFS_genomic.fna,159,159,41.56,25645.1,KEPT
GCA_000980155.1_gtlEnvA5udCFS_genomic.fna,148,148,41.61,26838.6,KEPT
GCA_000980175.1_gtlEnvA5udCFS_genomic.fna,142,142,41.56,28774.5,KEPT
GCA_002496095.1_ASM249609v1_genomic.fna,185,185,41.50,17936.1,KEPT
GCA_002506415.1_ASM250641v1_genomic.fna,130,130,41.67,29536.0,KEPT
GCA_002507065.1_ASM250706v1_genomic.fna,160,160,41.68,23004.3,KEPT
GCA_004294765.1_ASM429476v1_genomic.fna,984,984,42.85,2827.6,KEPT
GCA_005485005.1_ASM548500v1_genomic.fna,1,1,40.99,4186733.0,KEPT
GCA_010706455.1_ASM1070645v1_genomic.fna,1,1,41.25,4323149.0,KEPT
GCA_019669945.1_ASM1966994v1_genomic.fna,1,1,41.22,4417125.0,KEPT
GCA_003584605.1_ASM358460v1_genomic.fna,1,1,41.17,3194059.0,KEPT
GCA_900116525.1_IMG-taxon_2595698250_annotated_assembly_genomic.fna,23,23,41.27,134808.8,KEPT
GCA_003157235.1_20120600_E3D_genomic.fna,486,486,35.74,5998.8,KEPT
GCA_003164755.1_20120700_S1D_genomic.fna,124,124,35.74,27971.7,KEPT
GCA_013330315.1_ASM1333031v1_genomic.fna,360,360,41.36,6500.1,KEPT
GCA_013331265.1_ASM1333126v1_genomic.fna,217,203,40.36,15766.6,KEPT
GCA_013331275.1_ASM1333127v1_genomic.fna,224,218,38.00,19744.7,KEPT
GCA_013329655.1_ASM1332965v1_genomic.fna,201,201,43.53,21180.9,KEPT
GCA_004799605.1_ASM479960v1_genomic.fna,3,3,66.28,809893.3,KEPT
GCA_010692905.1_ASM1069290v1_genomic.fna,1,1,66.08,3706983.0,KEPT
GCA_012726105.1_ASM1272610v1_genomic.fna,3,1,66.13,3668847.0,KEPT
GCA_002215285.1_ASM221528v1_genomic.fna,277,166,65.43,19452.0,KEPT
GCA_009729015.1_ASM972901v1_genomic.fna,1,1,34.23,2252027.0,KEPT
GCA_001481635.1_ASM148163v1_genomic.fna,1,1,36.71,2217426.0,KEPT
GCA_014361105.1_ASM1436110v1_genomic.fna,59,59,40.22,33591.7,KEPT
GCA_001560125.1_GG12_C01_12_genomic.fna,5,5,36.69,443446.2,KEPT
GCA_001560355.1_NG05A_C05_01_genomic.fna,15,15,36.71,147594.9,KEPT
GCA_002215405.1_ASM221540v1_genomic.fna,1,1,36.75,2171591.0,KEPT
GCA_002215445.1_ASM221544v1_genomic.fna,1,1,36.74,2270336.0,KEPT
GCA_002215485.1_ASM221548v1_genomic.fna,1,1,36.76,2286709.0,KEPT
GCA_002215525.1_ASM221552v1_genomic.fna,1,1,36.70,2238200.0,KEPT
GCA_002215565.1_ASM221556v1_genomic.fna,1,1,36.71,2225849.0,KEPT
GCA_019175305.1_ASM1917530v1_genomic.fna,1,1,35.64,2791785.0,KEPT
GCA_019175325.1_ASM1917532v1_genomic.fna,2,2,35.73,1389303.5,KEPT
GCA_000968355.2_ASM96835v2_genomic.fna,1,1,35.86,2727312.0,KEPT
GCA_000968395.2_ASM96839v2_genomic.fna,1,1,35.86,2727312.0,KEPT
GCA_000968435.2_ASM96843v2_genomic.fna,1,1,35.86,2727312.0,KEPT
GCA_003852095.1_ASM385209v1_genomic.fna,1,1,35.82,2659140.0,KEPT
GCA_003852115.1_ASM385211v1_genomic.fna,1,1,35.83,2707507.0,KEPT
GCA_003852135.1_ASM385213v1_genomic.fna,1,1,35.83,2668974.0,KEPT
GCA_003852155.1_ASM385215v1_genomic.fna,1,1,35.82,2658139.0,KEPT
GCA_003852175.1_ASM385217v1_genomic.fna,1,1,35.82,2658139.0,KEPT
GCA_003852195.1_ASM385219v1_genomic.fna,1,1,35.83,2668974.0,KEPT
GCA_003852215.1_ASM385221v1_genomic.fna,1,1,35.83,2668974.0,KEPT
GCA_015654385.1_ASM1565438v1_genomic.fna,1,1,35.85,3024820.0,KEPT
GCA_900079115.1_SSOP1_genomic.fna,1,1,35.84,3034024.0,KEPT
GCA_017838265.1_ASM1783826v1_genomic.fna,408,408,35.21,3101.9,KEPT
GCA_003265405.1_ASM326540v1_genomic.fna,130,95,27.58,17775.4,KEPT
GCA_015062805.1_ASM1506280v1_genomic.fna,50,50,29.38,42328.4,KEPT
GCA_015062815.1_ASM1506281v1_genomic.fna,147,147,27.66,13580.1,KEPT
GCA_015062825.1_ASM1506282v1_genomic.fna,132,132,29.33,19801.7,KEPT
GCA_902384015.1_UHGG_MGYG-HGUT-02164_genomic.fna,1,1,27.63,1767403.0,KEPT
GCA_013329715.1_ASM1332971v1_genomic.fna,6,6,60.47,237675.8,KEPT
GCA_013329805.1_ASM1332980v1_genomic.fna,39,39,51.26,55211.1,KEPT
GCA_900106715.1_IMG-taxon_2693429892_annotated_assembly_genomic.fna,55,55,61.78,70847.9,KEPT
GCA_000275865.1_ASM27586v1_genomic.fna,1,1,60.96,2475100.0,KEPT
GCA_002252935.1_ASM225293v1_genomic.fna,1277,1274,66.35,1767.9,KEPT
GCA_002355655.1_ASM235565v1_genomic.fna,3,3,68.63,1026733.0,KEPT
GCA_900111935.1_IMG-taxon_2617270732_annotated_assembly_genomic.fna,9,9,69.02,336728.1,KEPT
GCA_001190965.1_ASM119096v1_genomic.fna,5,5,66.20,783690.8,KEPT
GCA_014969745.1_ASM1496974v1_genomic.fna,4,4,65.95,999061.0,KEPT
GCA_002945325.1_ASM294532v1_genomic.fna,1,1,32.92,1714918.0,KEPT
GCA_900079125.1_MBBA_genomic.fna,1,1,60.89,2551189.0,KEPT
GCA_900100715.1_IMG-taxon_2642422561_annotated_assembly_genomic.fna,20,20,40.23,147395.4,KEPT
GCA_003052125.1_ASM305212v1_genomic.fna,1,1,32.93,1737606.0,KEPT
GCA_013760955.1_ASM1376095v1_genomic.fna,7,7,33.14,251208.1,KEPT
GCA_013761045.1_ASM1376104v1_genomic.fna,7,7,33.40,288015.9,KEPT
GCA_013761055.1_ASM1376105v1_genomic.fna,5,5,32.81,348173.2,KEPT
GCA_013761085.1_ASM1376108v1_genomic.fna,9,9,32.83,202296.6,KEPT
GCA_013761105.1_ASM1376110v1_genomic.fna,3,3,33.03,571725.0,KEPT
GCA_013761135.1_ASM1376113v1_genomic.fna,7,7,32.83,259786.3,KEPT
GCA_013761165.1_ASM1376116v1_genomic.fna,3,3,32.91,593034.3,KEPT
GCA_013761205.1_ASM1376120v1_genomic.fna,5,5,32.78,357445.4,KEPT
GCA_013761225.1_ASM1376122v1_genomic.fna,6,6,33.00,306803.5,KEPT
GCA_014203295.1_ASM1420329v1_genomic.fna,5,5,32.99,353825.6,KEPT
GCA_014207315.1_ASM1420731v1_genomic.fna,14,14,32.84,126687.3,KEPT
GCA_014207325.1_ASM1420732v1_genomic.fna,15,15,32.81,123954.4,KEPT
GCA_015709365.1_ASM1570936v1_genomic.fna,5,5,32.88,340497.4,KEPT
GCA_016907005.1_ASM1690700v1_genomic.fna,4,4,33.12,433498.5,KEPT
GCA_019669925.1_ASM1966992v1_genomic.fna,1,1,25.63,2393271.0,KEPT
GCA_002761295.1_ASM276129v1_genomic.fna,1,1,41.94,2084975.0,KEPT
GCA_003201835.2_ASM320183v2_genomic.fna,1,1,31.90,2947244.0,KEPT
GCA_009729035.1_ASM972903v1_genomic.fna,1,1,37.61,1987069.0,KEPT
GCA_000747605.1_ASM74760v1_genomic.fna,1,1,46.18,2191492.0,KEPT
GCA_001266655.1_ASM126665v1_genomic.fna,1,1,46.23,2191533.0,KEPT
GCA_001266675.1_ASM126667v1_genomic.fna,1,1,46.23,2191529.0,KEPT
GCA_001266695.1_ASM126669v1_genomic.fna,1,1,46.22,2191531.0,KEPT
GCA_001266715.1_ASM126671v1_genomic.fna,1,1,46.22,2191533.0,KEPT
GCA_001266735.1_ASM126673v1_genomic.fna,1,1,46.22,2191533.0,KEPT
GCA_012726115.1_ASM1272611v1_genomic.fna,11,11,61.30,364842.5,KEPT
GCA_900129775.1_IMG-taxon_2695420988_annotated_assembly_genomic.fna,16,16,68.54,200515.4,KEPT
GCA_017993535.1_ASM1799353v1_genomic.fna,104,104,48.47,9168.8,KEPT
GCA_018056835.1_ASM1805683v1_genomic.fna,245,245,46.00,10571.8,KEPT
GCA_005222525.1_ASM522252v1_genomic.fna,1,1,46.20,2202576.0,KEPT
GCA_003385755.1_ASM338575v1_genomic.fna,5,5,49.49,341911.4,KEPT
GCA_002214585.1_ASM221458v1_genomic.fna,2,2,53.09,1021571.5,KEPT
GCA_004150385.1_ASM415038v1_genomic.fna,7,7,62.39,512832.4,KEPT
GCA_001592435.1_ASM159243v1_genomic.fna,2,2,51.74,948053.0,KEPT
GCA_013329775.1_ASM1332977v1_genomic.fna,8,8,41.81,215580.4,KEPT
GCA_002214465.1_ASM221446v1_genomic.fna,1,1,54.69,1922421.0,KEPT
GCA_002214605.1_ASM221460v1_genomic.fna,1,1,44.92,1961979.0,KEPT
GCA_001433455.1_ASM143345v1_genomic.fna,1,1,41.84,2388527.0,KEPT
GCA_900012635.1_Pyrococcus_chitonophagus_genome_sequence_genomic.fna,1,1,44.92,1969648.0,KEPT
GCA_004323575.1_ASM432357v1_genomic.fna,144,111,56.45,14352.2,KEPT
GCA_004803735.1_ASM480373v1_genomic.fna,2,2,65.54,1658028.5,KEPT
GCA_012726095.1_ASM1272609v1_genomic.fna,3,3,65.62,1131948.0,KEPT
GCA_002813655.1_ASM281365v1_genomic.fna,1,1,39.43,2506225.0,KEPT
GCA_002813695.1_ASM281369v1_genomic.fna,1,1,39.40,2515817.0,KEPT
GCA_013331025.1_ASM1333102v1_genomic.fna,260,260,39.53,6439.5,KEPT
GCA_004150395.1_ASM415039v1_genomic.fna,12,10,59.68,400118.9,KEPT
GCA_010692885.1_ASM1069288v1_genomic.fna,1,1,59.73,3994321.0,KEPT
GCA_011765365.1_ASM1176536v1_genomic.fna,1,1,61.00,2818554.0,KEPT
GCA_004799645.1_ASM479964v1_genomic.fna,5,5,60.61,876482.4,KEPT
GCA_014646535.1_ASM1464653v1_genomic.fna,58,32,52.33,60093.2,KEPT
GCA_000006805.1_ASM680v1_genomic.fna,3,3,65.93,857003.3,KEPT
GCA_900289035.1_PRJEB24872_genomic.fna,106,106,27.72,20042.3,KEPT
GCA_015062845.1_ASM1506284v1_genomic.fna,40,40,35.27,55258.5,KEPT
GCA_015062885.1_ASM1506288v1_genomic.fna,121,121,32.66,14147.1,KEPT
GCA_015062935.1_ASM1506293v1_genomic.fna,44,44,34.17,56805.3,KEPT
GCA_015062985.1_ASM1506298v1_genomic.fna,44,44,34.98,42425.8,KEPT
GCA_018053885.1_ASM1805388v1_genomic.fna,166,166,31.91,6813.7,KEPT
GCA_000009965.1_ASM996v1_genomic.fna,1,1,52.00,2088737.0,KEPT
GCA_005890195.1_ASM589019v1_genomic.fna,3,3,64.34,1259364.3,KEPT
GCA_009729055.1_ASM972905v1_genomic.fna,1,1,32.75,2803915.0,KEPT
GCA_000011105.1_ASM1110v1_genomic.fna,1,1,41.88,1738505.0,KEPT
GCA_002214385.1_ASM221438v1_genomic.fna,1,1,51.67,1674122.0,KEPT
GCA_002214485.1_ASM221448v1_genomic.fna,1,1,54.24,1785673.0,KEPT
GCA_002214505.1_ASM221450v1_genomic.fna,1,1,54.99,2029167.0,KEPT
GCA_002078355.1_ASM207835v1_genomic.fna,1,1,36.49,1826943.0,KEPT
GCA_000145295.1_ASM14529v1_genomic.fna,2,2,48.64,819567.5,KEPT
GCA_900036045.1_Methanoculleus_sp_MAB1_genomic.fna,1,1,60.26,2859299.0,KEPT
GCA_005576615.1_ASM557661v1_genomic.fna,5,5,63.43,934894.6,KEPT
GCA_003157115.1_20120600_E3D_genomic.fna,378,378,49.58,6037.4,KEPT
GCA_003157915.1_20120600_E1D_genomic.fna,249,249,51.23,5406.2,KEPT
GCA_003162615.1_20100900_E3D_genomic.fna,216,216,49.42,12574.8,KEPT
GCA_003170635.1_20110800_E2M_genomic.fna,239,239,51.04,6414.6,KEPT
GCA_011620785.1_ASM1162078v1_genomic.fna,125,125,52.76,16704.7,KEPT
GCA_013335125.1_ASM1333512v1_genomic.fna,463,463,49.11,2481.1,KEPT
GCA_013335585.1_ASM1333558v1_genomic.fna,317,317,55.06,2980.9,KEPT
GCA_017994055.1_ASM1799405v1_genomic.fna,126,126,53.09,18909.0,KEPT
GCA_017994095.1_ASM1799409v1_genomic.fna,126,126,51.57,22153.3,KEPT
GCA_000265525.1_ASM26552v1_genomic.fna,1,1,55.82,1950313.0,KEPT
GCA_018052825.1_ASM1805282v1_genomic.fna,77,77,56.13,23573.2,KEPT
GCA_018263315.1_ASM1826331v1_genomic.fna,182,182,54.28,6887.0,KEPT
GCA_020736935.1_ASM2073693v1_genomic.fna,1,1,56.98,1968038.0,KEPT
GCA_020844795.1_ASM2084479v1_genomic.fna,1,1,59.07,2020175.0,KEPT
GCA_020844815.1_ASM2084481v1_genomic.fna,1,1,51.72,2383615.0,KEPT
GCA_011620795.1_ASM1162079v1_genomic.fna,219,219,62.04,10838.5,KEPT
GCA_013329555.1_ASM1332955v1_genomic.fna,168,168,59.44,6018.2,KEPT
GCA_017994915.1_ASM1799491v1_genomic.fna,168,168,62.53,14090.5,KEPT
GCA_017996475.1_ASM1799647v1_genomic.fna,250,250,59.47,5300.9,KEPT
GCA_017997385.1_ASM1799738v1_genomic.fna,310,310,63.57,7193.4,KEPT
GCA_018053465.1_ASM1805346v1_genomic.fna,132,132,59.93,10652.8,KEPT
GCA_004363215.1_ASM436321v1_genomic.fna,13,13,41.98,137178.2,KEPT
GCA_020685265.1_ASM2068526v1_genomic.fna,6,6,41.82,296406.5,KEPT
GCA_013329795.1_ASM1332979v1_genomic.fna,62,62,32.48,40474.9,KEPT
GCA_001006045.1_ASM100604v1_genomic.fna,1,1,53.11,1770093.0,KEPT
GCA_902760885.1_Rumen_uncultured_genome_RUG10606_genomic.fna,111,111,60.57,14075.6,KEPT
GCA_902776105.1_Rumen_uncultured_genome_RUG12136_genomic.fna,165,165,60.83,8707.5,KEPT
GCA_902777245.1_Rumen_uncultured_genome_RUG12248_genomic.fna,97,97,60.96,15895.2,KEPT
GCA_902781205.1_Rumen_uncultured_genome_RUG12650_genomic.fna,82,82,60.60,19363.5,KEPT
GCA_902781415.1_Rumen_uncultured_genome_RUG12670_genomic.fna,94,94,61.09,15796.2,KEPT
GCA_902788475.1_Rumen_uncultured_genome_RUG13374_genomic.fna,77,77,60.97,19275.9,KEPT
GCA_902791645.1_Rumen_uncultured_genome_RUG13687_genomic.fna,149,149,61.26,9125.7,KEPT
GCA_000965745.1_ASM96574v1_genomic.fna,1,1,46.42,2226687.0,KEPT
GCA_900095295.1_MCBB_genomic.fna,2,2,38.49,1234787.5,KEPT
GCA_019669965.1_ASM1966996v1_genomic.fna,1,1,61.86,2622259.0,KEPT
GCA_013414235.1_ASM1341423v1_genomic.fna,9,9,55.10,229845.6,KEPT
GCA_004799625.1_ASM479962v1_genomic.fna,7,7,64.94,700712.1,KEPT
GCA_002214525.1_ASM221452v1_genomic.fna,1,1,54.88,1522818.0,KEPT
GCA_017357525.1_ASM1735752v1_genomic.fna,1,1,59.55,2746416.0,KEPT
GCA_900095815.1_SIV6_genomic.fna,1,1,48.89,1686891.0,KEPT
GCA_013330375.1_ASM1333037v1_genomic.fna,91,77,49.17,14857.4,KEPT
GCA_013330715.1_ASM1333071v1_genomic.fna,95,89,48.56,16021.4,KEPT
GCA_900112205.1_IMG-taxon_2693429869_annotated_assembly_genomic.fna,31,31,65.43,145014.3,KEPT
GCA_003610195.1_ASM361019v1_genomic.fna,17,17,64.36,286190.1,KEPT
GCA_018132105.1_ASM1813210v1_genomic.fna,51,42,52.23,50739.9,KEPT
GCA_002506645.1_ASM250664v1_genomic.fna,124,124,48.71,11512.4,KEPT
GCA_000496155.1_fer2_genomic.fna,177,130,37.11,17692.9,KEPT
GCA_000007305.1_ASM730v1_genomic.fna,1,1,40.77,1908256.0,KEPT
GCA_000007225.1_ASM722v1_genomic.fna,1,1,51.36,2222430.0,KEPT
GCA_900025055.1_Methanoculleus_bin_genome_genomic.fna,161,161,59.45,13665.9,KEPT
GCA_008245085.1_ASM824508v1_genomic.fna,1,1,40.75,1889914.0,KEPT
GCA_000008645.1_ASM864v1_genomic.fna,1,1,49.54,1751377.0,KEPT
GCA_002214565.1_ASM221456v1_genomic.fna,1,1,55.60,1868990.0,KEPT
GCA_000007345.1_ASM734v1_genomic.fna,1,1,42.68,5751492.0,KEPT
GCA_000007185.1_ASM718v1_genomic.fna,1,1,61.16,1694969.0,KEPT
GCA_015062905.1_ASM1506290v1_genomic.fna,101,101,37.01,19046.1,KEPT
GCA_015062915.1_ASM1506291v1_genomic.fna,27,27,36.94,74087.7,KEPT
GCA_015062925.1_ASM1506292v1_genomic.fna,153,153,29.83,14086.4,KEPT
GCA_000007065.1_ASM706v1_genomic.fna,1,1,41.48,4096345.0,KEPT
GCA_000585495.1_ASM58549v1_genomic.fna,1,1,54.84,1976356.0,KEPT
GCA_000970205.1_ASM97020v1_genomic.fna,1,1,41.42,4142816.0,KEPT
GCA_004209855.1_ASM420985v1_genomic.fna,12,12,64.88,305506.5,KEPT
GCA_021233435.1_ASM2123343v1_genomic.fna,3,3,64.75,1105598.7,KEPT
GCA_000008665.1_ASM866v1_genomic.fna,1,1,48.58,2178400.0,KEPT
GCA_000404165.1_ASM40416v1_genomic.fna,1,1,29.04,1998189.0,KEPT
GCA_000008085.1_ASM808v1_genomic.fna,1,1,31.56,490885.0,KEPT
GCA_000784355.1_Metpay_genomic.fna,46,41,47.43,68053.0,KEPT
GCA_001477655.1_ASM147765v1_genomic.fna,1,1,31.81,2543538.0,KEPT
GCA_015063005.1_ASM1506300v1_genomic.fna,20,20,33.22,107834.8,KEPT
GCA_900103415.1_IMG-taxon_2593339167_annotated_assembly_genomic.fna,48,48,36.42,56784.7,KEPT
GCA_000091665.1_ASM9166v1_genomic.fna,3,3,31.29,579975.7,KEPT
GCA_000151205.2_ASM15120v2_genomic.fna,1,1,54.78,2086428.0,KEPT
GCA_900313195.1_Rumen_uncultured_genome_RUG787_genomic.fna,290,290,37.31,5508.4,KEPT
GCA_900313245.1_Rumen_uncultured_genome_RUG780_genomic.fna,194,194,30.82,9109.7,KEPT
GCA_900313645.1_Rumen_uncultured_genome_RUG823_genomic.fna,190,190,36.10,7495.9,KEPT
GCA_900313755.1_Rumen_uncultured_genome_RUG833_genomic.fna,137,137,33.62,18086.0,KEPT
GCA_900314545.1_Rumen_uncultured_genome_RUG011_genomic.fna,194,194,25.92,12804.8,KEPT
GCA_900314605.1_Rumen_uncultured_genome_RUG012_genomic.fna,103,103,25.94,22974.7,KEPT
GCA_900314615.1_Rumen_uncultured_genome_RUG018_genomic.fna,57,57,34.10,42659.2,KEPT
GCA_900314635.1_Rumen_uncultured_genome_RUG020_genomic.fna,36,36,33.99,63492.1,KEPT
GCA_900314695.1_Rumen_uncultured_genome_RUG031_genomic.fna,61,61,32.68,38103.8,KEPT
